         2232065 function calls (2223159 primitive calls) in 32.806 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        2    0.000    0.000    0.000    0.000 /home/lucas/anaconda3/lib/python3.11/http/cookiejar.py:1587(_process_rfc2109_cookies)
        6    0.000    0.000    0.000    0.000 /home/lucas/anaconda3/lib/python3.11/site-packages/streamlit/type_util.py:324(is_bytes_like)
        2    0.000    0.000    0.000    0.000 <string>:2(__init__)
       10    0.000    0.000    0.000    0.000 /home/lucas/anaconda3/lib/python3.11/site-packages/streamlit/elements/layouts.py:240(<genexpr>)
       20    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:931(create_module)
        1    0.000    0.000    0.000    0.000 /home/lucas/anaconda3/lib/python3.11/site-packages/urllib3/util/wait.py:101(do_poll)
        2    0.000    0.000    0.000    0.000 /home/lucas/anaconda3/lib/python3.11/http/cookiejar.py:459(strip_quotes)
        6    0.000    0.000    0.000    0.000 /home/lucas/anaconda3/lib/python3.11/site-packages/streamlit/runtime/caching/cached_message_replay.py:360(save_widget_metadata)
        2    0.000    0.000    0.000    0.000 /home/lucas/anaconda3/lib/python3.11/site-packages/PIL/PngImagePlugin.py:448(chunk_IDAT)
        1    0.000    0.000    0.000    0.000 /home/lucas/anaconda3/lib/python3.11/typing.py:247(_collect_parameters)
        4    0.000    0.000    0.000    0.000 /home/lucas/anaconda3/lib/python3.11/site-packages/pandas/core/indexes/range.py:249(start)
        1    0.000    0.000    0.000    0.000 {method 'register' of 'select.poll' objects}
        2    0.000    0.000    0.000    0.000 /home/lucas/anaconda3/lib/python3.11/site-packages/pyarrow/pandas_compat.py:514(_resolve_columns_of_interest)
        1    0.000    0.000    0.000    0.000 {method '__exit__' of 'zstd.ZstdDecompressionReader' objects}
        1    0.000    0.000    0.000    0.000 /home/lucas/anaconda3/lib/python3.11/site-packages/streamlit/runtime/__init__.py:24(get_instance)
        6    0.000    0.000    0.000    0.000 /home/lucas/anaconda3/lib/python3.11/site-packages/streamlit/runtime/state/session_state.py:264(_missing_key_error_message)
        8    0.000    0.000    0.000    0.000 /home/lucas/anaconda3/lib/python3.11/re/_compiler.py:31(_combine_flags)
        2    0.000    0.000    0.000    0.000 /home/lucas/anaconda3/lib/python3.11/functools.py:65(wraps)
        3    0.000    0.000    0.000    0.000 /home/lucas/anaconda3/lib/python3.11/site-packages/streamlit/runtime/state/session_state.py:574(_set_widget_metadata)
        2    0.000    0.000    0.000    0.000 /home/lucas/anaconda3/lib/python3.11/site-packages/pandas/core/indexes/base.py:1890(_validate_index_level)
        2    0.000    0.000    0.000    0.000 /home/lucas/anaconda3/lib/python3.11/site-packages/requests/cookies.py:90(unverifiable)
       13    0.000    0.000    0.000    0.000 /home/lucas/anaconda3/lib/python3.11/site-packages/dateutil/parser/_parser.py:186(__iter__)
        3    0.000    0.000    0.000    0.000 /home/lucas/anaconda3/lib/python3.11/enum.py:1445(<listcomp>)
        2    0.000    0.000    0.000    0.000 /home/lucas/anaconda3/lib/python3.11/logging/__init__.py:1273(append)
        1    0.000    0.000    0.000    0.000 /home/lucas/anaconda3/lib/python3.11/site-packages/PIL/ImageFile.py:673(PyDecoder)
        1    0.000    0.000    0.000    0.000 /home/lucas/anaconda3/lib/python3.11/site-packages/PIL/JpegImagePlugin.py:346(JpegImageFile)
        7    0.000    0.000    0.000    0.000 /home/lucas/anaconda3/lib/python3.11/site-packages/streamlit/delta_generator.py:380(<genexpr>)
        5    0.000    0.000    0.000    0.000 /home/lucas/anaconda3/lib/python3.11/site-packages/PIL/TiffImagePlugin.py:668(_register_loader)
        1    0.000    0.000    0.000    0.000 /home/lucas/anaconda3/lib/python3.11/site-packages/PIL/ImageFile.py:85(ImageFile)
        1    0.000    0.000    0.000    0.000 /home/lucas/anaconda3/lib/python3.11/site-packages/streamlit/type_util.py:310(is_pyspark_data_object)
        1    0.000    0.000    0.000    0.000 /home/lucas/anaconda3/lib/python3.11/site-packages/streamlit_modal/__init__.py:16(__init__)
        2    0.000    0.000    0.000    0.000 /home/lucas/anaconda3/lib/python3.11/site-packages/pyarrow/pandas_compat.py:202(<listcomp>)
        1    0.000    0.000    0.000    0.000 /home/lucas/anaconda3/lib/python3.11/site-packages/streamlit/runtime/media_file_manager.py:46(__init__)
        1    0.000    0.000    0.000    0.000 /home/lucas/anaconda3/lib/python3.11/site-packages/streamlit/type_util.py:276(is_dataframe)
       12    0.000    0.000    0.000    0.000 <frozen _collections_abc>:315(__subclasshook__)
        2    0.000    0.000    0.000    0.000 /home/lucas/anaconda3/lib/python3.11/json/encoder.py:105(__init__)
        2    0.000    0.000    0.000    0.000 /home/lucas/anaconda3/lib/python3.11/http/cookiejar.py:348(split_header_words)
        8    0.000    0.000    0.000    0.000 /home/lucas/anaconda3/lib/python3.11/enum.py:239(__init__)
        2    0.000    0.000    0.000    0.000 {method 'close' of 'pyarrow.lib._CRecordBatchWriter' objects}
        2    0.000    0.000    0.000    0.000 /home/lucas/anaconda3/lib/python3.11/site-packages/PIL/Image.py:3153(_decompression_bomb_check)
        1    0.000    0.000    0.000    0.000 /home/lucas/anaconda3/lib/python3.11/site-packages/PIL/PngImagePlugin.py:162(ChunkStream)
        7    0.000    0.000    0.000    0.000 /home/lucas/anaconda3/lib/python3.11/collections/__init__.py:424(<genexpr>)
        3    0.000    0.000    0.000    0.000 /home/lucas/anaconda3/lib/python3.11/site-packages/PIL/Image.py:3473(register_decoder)
        1    0.000    0.000    0.000    0.000 /home/lucas/anaconda3/lib/python3.11/site-packages/google/cloud/storage/_helpers.py:328(_set_properties)
        8    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1565(<genexpr>)
        2    0.000    0.000    0.000    0.000 /home/lucas/anaconda3/lib/python3.11/logging/__init__.py:795(__init__)
        1    0.000    0.000    0.000    0.000 /home/lucas/anaconda3/lib/python3.11/site-packages/pyarrow/vendored/version.py:17(InfinityType)
        2    0.000    0.000    0.000    0.000 /home/lucas/anaconda3/lib/python3.11/site-packages/PIL/TiffImagePlugin.py:272(_accept)
        1    0.000    0.000    0.000    0.000 /home/lucas/anaconda3/lib/python3.11/site-packages/PIL/ImageFile.py:358(Parser)
        1    0.000    0.000    0.000    0.000 /home/lucas/anaconda3/lib/python3.11/site-packages/google/cloud/storage/acl.py:158(validate_predefined)
        4    0.000    0.000    0.000    0.000 /home/lucas/anaconda3/lib/python3.11/site-packages/pandas/core/indexes/range.py:257(stop)
        8    0.000    0.000    0.000    0.000 {method 'tell' of '_io.BytesIO' objects}
        2    0.000    0.000    0.000    0.000 /home/lucas/anaconda3/lib/python3.11/logging/__init__.py:202(_checkLevel)
        1    0.000    0.000    0.000    0.000 /home/lucas/anaconda3/lib/python3.11/site-packages/pandas/util/version/__init__.py:144(__lt__)
        4    0.000    0.000    0.000    0.000 /home/lucas/anaconda3/lib/python3.11/site-packages/PIL/PngImagePlugin.py:715(_accept)
        3    0.000    0.000    0.000    0.000 /home/lucas/anaconda3/lib/python3.11/site-packages/streamlit/runtime/state/session_state.py:142(__setitem__)
        3    0.000    0.000    0.000    0.000 {method 'setter' of 'property' objects}
        4    0.000    0.000    0.000    0.000 /home/lucas/anaconda3/lib/python3.11/site-packages/pandas/core/indexes/range.py:264(step)
        6    0.000    0.000    0.000    0.000 /home/lucas/anaconda3/lib/python3.11/site-packages/pandas/util/version/__init__.py:465(_parse_letter_version)
        1    0.000    0.000    0.000    0.000 /home/lucas/anaconda3/lib/python3.11/site-packages/nba_api/library/http.py:33(__init__)
        1    0.000    0.000    0.000    0.000 /home/lucas/anaconda3/lib/python3.11/site-packages/streamlit/elements/utils.py:122(maybe_coerce_enum)
        1    0.000    0.000    0.000    0.000 /home/lucas/anaconda3/lib/python3.11/site-packages/pandas/compat/_optional.py:70(get_version)
        2    0.000    0.000    0.000    0.000 {method 'random' of '_random.Random' objects}
        2    0.000    0.000    0.000    0.000 /home/lucas/anaconda3/lib/python3.11/http/cookiejar.py:995(set_ok_name)
        2    0.000    0.000    0.000    0.000 {method 'index' of 'list' objects}
        2    0.000    0.000    0.000    0.000 /home/lucas/anaconda3/lib/python3.11/site-packages/PIL/BmpImagePlugin.py:51(_accept)
        1    0.000    0.000    0.000    0.000 /home/lucas/anaconda3/lib/python3.11/site-packages/PIL/ImageSequence.py:19(Iterator)
        2    0.000    0.000    0.000    0.000 /home/lucas/anaconda3/lib/python3.11/site-packages/PIL/PngImagePlugin.py:163(__init__)
        6    0.000    0.000    0.000    0.000 {built-in method builtins.vars}
        2    0.000    0.000    0.000    0.000 /home/lucas/anaconda3/lib/python3.11/typing.py:1358(<genexpr>)
        7    0.000    0.000    0.000    0.000 /home/lucas/anaconda3/lib/python3.11/site-packages/PIL/Image.py:539(size)
        2    0.000    0.000    0.000    0.000 /home/lucas/anaconda3/lib/python3.11/http/cookiejar.py:968(set_ok_version)
        1    0.000    0.000    0.000    0.000 /home/lucas/anaconda3/lib/python3.11/site-packages/pyarrow/vendored/version.py:49(NegativeInfinityType)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1220(__init__)
        6    0.000    0.000    0.000    0.000 /home/lucas/anaconda3/lib/python3.11/site-packages/pyarrow/vendored/version.py:441(_parse_letter_version)
        2    0.000    0.000    0.000    0.000 {built-in method select.poll}
        1    0.000    0.000    0.000    0.000 {method 'disable' of '_lsprof.Profiler' objects}
        1    0.000    0.000    0.000    0.000 /home/lucas/anaconda3/lib/python3.11/site-packages/google/cloud/storage/retry.py:111(is_generation_specified)
        5    0.000    0.000    0.000    0.000 /home/lucas/anaconda3/lib/python3.11/site-packages/PIL/TiffImagePlugin.py:680(decorator)
        1    0.000    0.000    0.000    0.000 /home/lucas/anaconda3/lib/python3.11/site-packages/pyarrow/vendored/version.py:104(_BaseVersion)
        1    0.000    0.000    0.000    0.000 /home/lucas/anaconda3/lib/python3.11/site-packages/PIL/PpmImagePlugin.py:149(PpmPlainDecoder)
        8    0.000    0.000    0.000    0.000 /home/lucas/anaconda3/lib/python3.11/enum.py:1142(__init__)
        1    0.000    0.000    0.000    0.000 /home/lucas/anaconda3/lib/python3.11/site-packages/streamlit/elements/image.py:276(_get_image_format_mimetype)
        2    0.000    0.000    0.000    0.000 /home/lucas/anaconda3/lib/python3.11/site-packages/PIL/PngImagePlugin.py:378(check_text_memory)
        1    0.000    0.000    0.000    0.000 /home/lucas/anaconda3/lib/python3.11/site-packages/streamlit/type_util.py:685(check_python_comparable)
        1    0.000    0.000    0.000    0.000 /home/lucas/anaconda3/lib/python3.11/site-packages/google/cloud/storage/blob.py:1716(_get_writable_metadata)
        4    0.000    0.000    0.000    0.000 {method 'seek' of '_io.BytesIO' objects}
        1    0.000    0.000    0.000    0.000 /home/lucas/anaconda3/lib/python3.11/site-packages/streamlit/elements/widgets/selectbox.py:66(deserialize)
        1    0.000    0.000    0.000    0.000 /home/lucas/anaconda3/lib/python3.11/site-packages/pyarrow/vendored/version.py:112(__lt__)
        1    0.000    0.000    0.000    0.000 /home/lucas/anaconda3/lib/python3.11/netrc.py:22(_netrclex)
        1    0.000    0.000    0.000    0.000 /home/lucas/anaconda3/lib/python3.11/site-packages/streamlit/type_util.py:486(is_iterable)
        5    0.000    0.000    0.000    0.000 /home/lucas/anaconda3/lib/python3.11/site-packages/PIL/TiffImagePlugin.py:679(_register_writer)
        2    0.000    0.000    0.000    0.000 /home/lucas/anaconda3/lib/python3.11/site-packages/google/protobuf/internal/enum_type_wrapper.py:55(__init__)
        1    0.000    0.000    0.000    0.000 /home/lucas/anaconda3/lib/python3.11/netrc.py:66(netrc)
        1    0.000    0.000    0.000    0.000 /home/lucas/anaconda3/lib/python3.11/site-packages/PIL/ImageFile.py:601(PyCodec)
        2    0.000    0.000    0.000    0.000 /home/lucas/anaconda3/lib/python3.11/site-packages/google/cloud/_http/__init__.py:121(extra_headers)
        1    0.000    0.000    0.000    0.000 /home/lucas/anaconda3/lib/python3.11/site-packages/PIL/PngImagePlugin.py:276(PngInfo)
        1    0.000    0.000    0.000    0.000 /home/lucas/anaconda3/lib/python3.11/site-packages/PIL/PpmImagePlugin.py:53(PpmImageFile)
        1    0.000    0.000    0.000    0.000 {method 'getrandbits' of '_random.Random' objects}
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:1101(_sanity_check)
        1    0.000    0.000    0.000    0.000 /home/lucas/anaconda3/lib/python3.11/netrc.py:10(NetrcParseError)
        1    0.000    0.000    0.000    0.000 /home/lucas/anaconda3/lib/python3.11/site-packages/PIL/ImageFile.py:722(PyEncoder)
        6    0.000    0.000    0.000    0.000 /home/lucas/anaconda3/lib/python3.11/copy.py:182(_deepcopy_atomic)
        1    0.000    0.000    0.000    0.000 /home/lucas/anaconda3/lib/python3.11/typing.py:277(_check_generic)
        2    0.000    0.000    0.000    0.000 {method 'islower' of 'bytes' objects}
        2    0.000    0.000    0.000    0.000 /home/lucas/anaconda3/lib/python3.11/site-packages/streamlit/elements/lib/column_config_utils.py:535(<dictcomp>)
        3    0.000    0.000    0.000    0.000 /home/lucas/anaconda3/lib/python3.11/re/_parser.py:162(__delitem__)
        1    0.000    0.000    0.000    0.000 /home/lucas/anaconda3/lib/python3.11/site-packages/PIL/ImageFile.py:328(StubImageFile)
        2    0.000    0.000    0.000    0.000 /home/lucas/anaconda3/lib/python3.11/site-packages/PIL/GifImagePlugin.py:54(_accept)
        1    0.000    0.000    0.000    0.000 {built-in method _imp.exec_dynamic}
        1    0.000    0.000    0.000    0.000 /home/lucas/anaconda3/lib/python3.11/site-packages/PIL/PaletteFile.py:19(PaletteFile)
        2    0.000    0.000    0.000    0.000 /home/lucas/anaconda3/lib/python3.11/http/cookiejar.py:1075(set_ok_port)
        1    0.000    0.000    0.000    0.000 /home/lucas/anaconda3/lib/python3.11/site-packages/PIL/GimpPaletteFile.py:22(GimpPaletteFile)
        4    0.000    0.000    0.000    0.000 /home/lucas/anaconda3/lib/python3.11/site-packages/pyarrow/vendored/version.py:498(<lambda>)
        1    0.000    0.000    0.000    0.000 /home/lucas/anaconda3/lib/python3.11/site-packages/streamlit/runtime/runtime.py:229(media_file_mgr)
        2    0.000    0.000    0.000    0.000 /home/lucas/anaconda3/lib/python3.11/http/cookiejar.py:941(is_not_allowed)
        1    0.000    0.000    0.000    0.000 /home/lucas/anaconda3/lib/python3.11/site-packages/PIL/BmpImagePlugin.py:288(BmpRleDecoder)
        2    0.000    0.000    0.000    0.000 {method 'toordinal' of 'datetime.date' objects}
        1    0.000    0.000    0.000    0.000 /home/lucas/anaconda3/lib/python3.11/typing.py:159(_type_convert)
        2    0.000    0.000    0.000    0.000 /home/lucas/anaconda3/lib/python3.11/site-packages/PIL/JpegImagePlugin.py:337(_accept)
        1    0.000    0.000    0.000    0.000 /home/lucas/anaconda3/lib/python3.11/site-packages/PIL/BmpImagePlugin.py:362(DibImageFile)
        1    0.000    0.000    0.000    0.000 /home/lucas/anaconda3/lib/python3.11/site-packages/PIL/GimpGradientFile.py:66(GradientFile)
        1    0.000    0.000    0.000    0.000 /home/lucas/anaconda3/lib/python3.11/site-packages/google/resumable_media/_helpers.py:327(_get_checksum_object)
        2    0.000    0.000    0.000    0.000 /home/lucas/anaconda3/lib/python3.11/site-packages/PIL/PpmImagePlugin.py:45(_accept)
        2    0.000    0.000    0.000    0.000 /home/lucas/anaconda3/lib/python3.11/http/cookiejar.py:926(is_blocked)
