,level_0,index,Player,Pos,Pos ranked,Team,Team ranked,G,G ranked,GS,GS ranked,FG,FG ranked,FGA,FGA ranked,3PA,3PA ranked,3P%,3P% ranked,2PA,2PA ranked,2P%,2P% ranked,eFG%,eFG% ranked,FT,FT ranked,FTA,FTA ranked,FT%,FT% ranked,ORB,ORB ranked,DRB,DRB ranked,TRB,TRB ranked,AST,AST ranked,AST/TOV,AST/TOV ranked,STL,STL ranked,BLK,BLK ranked,TOV,TOV ranked,PF,PF ranked,PTS,PTS ranked,PER,PER ranked,TS%,TS% ranked,3PAr,3PAr ranked,FTr,FTr ranked,ORB%,ORB% ranked,DRB%,DRB% ranked,TRB%,TRB% ranked,AST%,AST% ranked,STL%,STL% ranked,BLK%,BLK% ranked,TOV%,TOV% ranked,USG%,USG% ranked,OWS,OWS ranked,DWS,DWS ranked,WS,WS ranked,WS/48,WS/48 ranked,OBPM,OBPM ranked,DBPM,DBPM ranked,BPM,BPM ranked,VORP,VORP ranked,Average distance (ft.) of FGA,Average distance (ft.) of FGA ranked,%FGA 0-3,%FGA 0-3 ranked,%FGA 3-10,%FGA 3-10 ranked,%FGA 10-16,%FGA 10-16 ranked,%FGA 16-3P,%FGA 16-3P ranked,%FGA 3P,%FGA 3P ranked,std_areas_FGA,std_areas_FGA ranked
41,41,119,Wendell Carter Jr.,PF,5,ORL,5,62,7,61,5,5.8,5,11.0,6,3.5,8,0.3,8,7.6,5,0.6,2,0.6,2,2.3,5,3.3,4,0.7,9,2.2,2,8.2,1,10.5,1,2.8,6,1.5,8,0.6,9,0.7,3,1.9,4,2.7,2,15.0,5,18.4,3,0.6,5,0.3,8,0.3,3,7.9,2,29.1,1,18.5,1,15.4,6,0.9,10,2.1,3,13.1,3,20.9,5,2.6,5,2.4,4,5.0,4,0.1,6,1.0,4,0.6,4,1.6,4,1.7,4,12.1,8,32.7,2,20.200000000000003,5,10.100000000000001,5,5.7,6,31.299999999999997,8,10.9,8
42,42,120,Alex Caruso,SG,5,CHI,5,41,10,18,10,2.5,10,6.2,10,3.1,8,0.3,8,3.2,9,0.5,7,0.5,7,1.4,8,1.8,8,0.8,5,0.8,5,2.8,9,3.6,8,4.0,4,2.9,1,1.7,1,0.4,6,1.4,6,2.6,3,7.4,10,11.7,9,0.5,9,0.5,3,0.3,3,3.3,5,11.2,7,7.3,7,18.5,4,3.0,1,1.1,6,16.5,1,13.3,10,0.7,9,1.2,8,2.0,9,0.1,6,-2.2,10,2.3,1,0.2,6,0.6,8,15.4,5,25.8,4,14.499999999999998,7,4.3,8,6.3,6,49.10000000000001,4,16.4,4
43,43,132,Jordan Clarkson,SG,5,UTA,5,79,1,1,10,5.9,5,14.1,4,7.6,2,0.3,8,6.5,6,0.5,7,0.5,7,1.8,6,2.2,7,0.8,5,0.8,5,2.6,9,3.5,8,2.5,7,1.6,7,0.8,7,0.2,9,1.6,6,1.9,8,16.0,5,14.9,6,0.5,9,0.5,3,0.2,6,3.5,4,10.2,9,7.0,7,14.5,6,1.5,5,0.7,9,9.8,8,26.8,3,1.5,7,2.0,5,3.5,7,0.1,6,0.5,5,-1.2,9,-0.6,8,0.7,7,16.9,3,9.9,9,27.200000000000003,2,7.5,6,1.7999999999999998,9,53.6,3,18.8,3
44,44,135,John Collins,PF,5,ATL,5,54,9,53,6,6.3,4,11.9,5,3.3,8,0.4,3,8.7,4,0.6,2,0.6,2,2.5,4,3.1,4,0.8,5,1.7,2,6.1,2,7.8,2,1.8,8,1.6,7,0.6,9,1.0,2,1.1,8,3.0,1,16.2,4,18.7,3,0.6,5,0.3,8,0.3,3,6.2,2,21.5,2,13.9,2,8.9,8,1.0,9,3.0,2,7.7,9,20.5,6,3.6,3,1.4,8,5.1,4,0.2,2,1.5,4,0.0,5,1.5,4,1.5,4,11.0,9,33.4,2,21.099999999999998,4,12.7,3,5.4,6,27.39999999999999,8,10.0,9
45,45,138,Mike Conley,PG,5,UTA,5,72,4,72,2,4.8,6,11.0,6,5.8,4,0.4,3,5.2,7,0.5,7,0.5,7,1.8,6,2.3,6,0.8,5,0.7,6,2.4,10,3.0,9,5.3,2,3.1,1,1.3,2,0.3,8,1.7,5,2.0,7,13.7,6,17.2,4,0.6,5,0.5,3,0.2,6,2.6,6,8.8,10,5.8,9,27.7,2,2.3,2,0.9,8,12.5,4,20.9,5,4.4,2,2.3,4,6.7,3,0.2,2,2.4,3,0.7,3,3.1,2,2.7,2,17.1,3,7.5,10,26.8,2,10.9,4,2.5,8,52.300000000000004,3,18.1,3
46,46,139,Pat Connaughton,SF,5,MIL,5,65,7,19,9,3.5,9,7.6,9,5.7,4,0.4,3,1.9,10,0.6,2,0.6,2,0.7,10,0.8,10,0.8,5,0.7,6,3.5,6,4.2,7,1.3,9,2.6,2,0.9,5,0.2,9,0.5,10,1.3,10,9.9,9,13.4,7,0.6,5,0.8,1,0.1,9,2.9,5,14.0,5,8.6,5,6.6,10,1.7,4,0.9,8,6.3,10,14.0,9,2.8,4,1.6,7,4.4,5,0.1,6,0.8,5,0.3,4,1.2,4,1.4,5,20.2,1,16.1,7,6.5,10,2.1999999999999997,9,0.6,10,74.6,1,27.8,1
47,47,146,Robert Covington,PF,5,TOT,5,71,4,42,7,2.9,10,7.0,9,4.8,6,0.4,3,2.2,10,0.5,7,0.6,2,0.8,9,1.0,10,0.8,5,0.8,5,4.7,4,5.5,4,1.3,9,1.2,9,1.5,1,1.3,1,1.1,8,2.7,2,8.5,9,12.4,9,0.6,5,0.7,1,0.1,9,3.3,5,18.9,3,11.0,3,6.8,9,2.6,1,4.4,1,12.4,4,13.5,10,0.8,9,2.4,4,3.2,7,0.1,6,-1.6,9,1.7,1,0.2,6,1.1,6,18.8,2,17.1,7,10.8,9,2.1999999999999997,9,1.7999999999999998,9,68.1,1,24.7,1
48,48,152,Jae Crowder,PF,5,PHO,5,67,5,67,4,3.2,9,8.1,9,5.4,4,0.4,3,2.7,10,0.5,7,0.5,7,1.1,9,1.3,9,0.8,5,0.4,9,4.8,3,5.3,4,1.9,8,2.4,3,1.4,2,0.4,6,0.8,10,2.6,3,9.4,9,11.3,9,0.5,9,0.7,1,0.2,6,1.8,8,18.0,3,10.1,4,8.3,9,2.4,1,1.4,5,8.6,9,14.6,9,0.9,8,3.4,1,4.3,5,0.1,6,-1.3,9,2.4,1,1.1,4,1.5,4,20.8,1,5.8999999999999995,10,9.4,9,7.9,6,9.700000000000001,3,67.1,1,23.6,2
49,49,155,Cade Cunningham,SG,5,DET,5,64,7,64,5,6.7,3,16.1,2,5.7,4,0.3,8,10.4,2,0.5,7,0.5,7,2.2,5,2.6,5,0.8,5,0.9,5,4.6,4,5.5,4,5.6,2,1.5,8,1.2,3,0.7,3,3.7,1,3.1,1,17.4,4,13.1,8,0.5,9,0.4,6,0.2,6,2.9,5,16.2,4,9.2,4,29.1,2,1.8,3,1.9,4,17.5,1,27.5,2,-2.4,10,1.9,6,-0.5,10,-0.0,10,-1.1,8,-0.5,7,-1.6,9,0.2,9,13.8,7,21.4,5,24.9,3,11.3,4,7.199999999999999,5,35.2,7,10.0,9
50,50,156,Seth Curry,SG,5,TOT,5,64,7,64,5,5.6,5,11.5,5,5.8,4,0.4,3,5.7,7,0.6,2,0.6,2,1.3,8,1.5,8,0.9,2,0.3,10,2.8,9,3.1,9,3.6,5,2.1,4,0.8,7,0.2,9,1.7,5,2.3,5,15.0,5,13.7,7,0.6,5,0.5,3,0.1,9,1.1,10,9.1,10,5.2,10,16.3,5,1.2,8,0.6,9,12.3,4,18.5,7,2.7,5,1.5,7,4.2,5,0.1,6,0.3,6,-0.9,8,-0.6,8,0.8,7,19.4,2,5.3,10,10.0,9,13.3,3,20.8,1,50.599999999999994,3,16.1,5
51,51,159,Stephen Curry,PG,5,GSW,5,64,7,64,5,8.4,2,19.1,1,11.7,1,0.4,3,7.4,5,0.5,7,0.6,2,4.3,2,4.7,2,0.9,2,0.5,8,4.7,4,5.2,5,6.3,2,2.0,5,1.3,2,0.4,6,3.2,1,2.0,7,25.5,1,21.4,2,0.6,5,0.6,2,0.2,6,1.7,9,14.4,5,8.3,5,30.4,2,1.9,2,1.0,7,13.2,3,30.8,1,4.6,2,3.4,1,8.0,1,0.2,2,5.4,1,0.4,4,5.8,1,4.4,1,19.8,1,12.0,9,13.4,8,6.2,7,7.1,5,61.300000000000004,2,20.8,2
52,52,160,Anthony Davis,C,5,LAL,5,40,10,40,8,9.3,1,17.4,2,1.8,9,0.2,10,15.6,1,0.6,2,0.5,7,4.4,2,6.1,1,0.7,9,2.7,1,7.2,1,9.9,1,3.1,5,1.5,8,1.2,3,2.3,1,2.1,4,2.4,4,23.2,2,23.9,1,0.6,5,0.1,10,0.4,2,8.1,2,22.0,2,15.1,2,14.7,6,1.7,4,5.7,1,9.3,8,27.1,2,2.6,5,2.0,5,4.5,5,0.2,2,2.6,2,1.2,2,3.8,2,2.0,3,9.6,9,37.6,2,19.3,5,15.0,2,18.099999999999998,1,10.0,10,9.4,9
53,53,167,DeMar DeRozan,PF,5,CHI,5,76,2,76,1,10.2,1,20.2,1,1.9,9,0.4,3,18.3,1,0.5,7,0.5,7,6.8,1,7.8,1,0.9,2,0.7,6,4.4,4,5.2,5,4.9,3,2.0,5,0.9,5,0.3,8,2.4,3,2.3,5,27.9,1,23.1,1,0.6,5,0.1,10,0.4,2,2.3,7,13.7,5,8.0,6,23.3,3,1.2,8,0.8,8,9.2,8,31.8,1,7.0,1,1.8,6,8.8,1,0.2,2,3.4,2,-0.9,8,2.5,3,3.1,2,13.0,7,16.400000000000002,7,15.8,7,29.7,1,28.799999999999997,1,9.299999999999997,10,8.0,10
54,54,172,Spencer Dinwiddie,PG,5,TOT,5,67,5,51,7,4.6,7,11.0,6,4.9,5,0.3,8,6.0,6,0.5,7,0.5,7,2.9,3,3.8,3,0.8,5,0.7,6,3.5,6,4.2,7,5.2,3,3.2,1,0.7,8,0.2,9,1.6,6,2.2,6,13.7,6,15.1,5,0.5,9,0.4,6,0.3,3,2.6,6,13.0,6,7.8,6,25.7,3,1.1,8,0.6,9,10.9,6,21.4,5,2.7,5,1.4,8,4.1,5,0.1,6,0.8,5,-0.4,7,0.3,6,1.1,6,15.6,5,17.599999999999998,7,23.7,3,8.799999999999999,5,5.0,7,44.900000000000006,5,14.1,6
55,55,178,Luka Dončić,PG,5,DAL,5,65,7,65,4,9.9,1,21.6,1,8.8,1,0.4,3,12.8,1,0.5,7,0.5,7,5.6,1,7.5,1,0.7,9,0.9,5,8.3,1,9.1,2,8.7,1,1.9,6,1.2,3,0.6,4,4.5,1,2.2,6,28.4,1,25.1,1,0.6,5,0.4,6,0.4,2,2.7,6,26.0,1,14.3,2,46.0,1,1.6,4,1.4,5,15.3,2,37.4,1,3.8,3,3.8,1,7.6,2,0.2,2,6.4,1,1.8,1,8.2,1,5.9,1,15.9,5,12.8,8,23.9,3,16.5,2,6.2,6,40.599999999999994,5,11.8,7
56,56,179,Luguentz Dort,SG,5,OKC,5,51,9,51,7,5.7,5,14.2,3,7.7,2,0.3,8,6.6,6,0.5,7,0.5,7,3.2,3,3.7,3,0.8,5,0.7,6,3.4,7,4.2,7,1.7,8,1.0,10,0.9,5,0.4,6,1.7,5,2.9,2,17.2,4,12.3,9,0.5,9,0.5,3,0.3,3,2.3,7,10.9,8,6.5,8,8.6,8,1.3,7,1.0,7,9.8,8,23.3,4,0.2,9,1.1,8,1.4,9,0.0,10,-1.5,9,-0.7,8,-2.3,10,-0.1,10,16.4,4,19.7,6,20.4,5,2.9000000000000004,9,3.2,8,53.800000000000004,3,18.5,3
57,57,180,Ayo Dosunmu,SG,5,CHI,5,77,2,40,8,3.6,9,6.9,9,2.4,9,0.4,3,4.5,8,0.6,2,0.6,2,0.7,10,1.0,10,0.7,9,0.4,9,2.4,10,2.8,10,3.3,5,2.4,3,0.8,7,0.4,6,1.4,6,2.4,4,8.8,9,11.2,9,0.6,5,0.4,6,0.2,6,1.4,10,9.9,9,5.7,9,16.5,5,1.4,6,1.2,6,15.9,2,14.1,9,1.7,7,1.3,8,3.0,7,0.1,6,-1.9,10,-0.1,6,-2.0,9,0.0,9,12.3,8,36.8,2,11.4,9,9.700000000000001,5,7.3,5,34.8,7,13.0,6
58,58,195,Chris Duarte,SG,5,IND,5,55,9,39,8,4.9,6,11.3,6,4.6,6,0.4,3,6.7,6,0.5,7,0.5,7,1.6,7,2.0,7,0.8,5,0.7,6,3.4,7,4.1,7,2.1,7,1.3,9,1.0,4,0.2,9,1.6,6,1.7,9,13.1,7,12.3,9,0.5,9,0.4,6,0.2,6,2.9,5,13.6,5,8.2,5,10.9,7,1.8,3,0.6,9,11.8,5,21.1,5,0.2,9,0.7,10,0.9,10,0.0,10,-1.2,9,-1.1,9,-2.3,10,-0.1,10,15.5,5,20.3,6,13.5,8,14.799999999999999,2,10.299999999999999,3,41.10000000000001,5,11.0,8
59,59,198,Kevin Durant,PF,5,BRK,5,55,9,55,6,10.5,1,20.3,1,5.5,4,0.4,3,14.8,1,0.6,2,0.6,2,6.8,1,7.4,1,0.9,2,0.5,8,6.9,2,7.4,3,6.4,2,1.8,6,0.9,5,0.9,2,3.5,1,2.1,7,29.9,1,25.6,1,0.6,5,0.3,8,0.4,2,1.6,9,19.6,3,10.8,3,29.1,2,1.1,8,2.3,3,12.9,3,31.2,1,6.4,1,2.0,5,8.4,1,0.2,2,6.4,1,0.7,3,7.2,1,4.8,1,15.1,5,10.9,9,14.299999999999999,7,31.900000000000002,1,16.1,1,26.799999999999997,9,8.0,10
60,60,200,Anthony Edwards,SG,5,MIN,5,72,4,72,2,7.6,2,17.3,2,8.4,1,0.4,3,8.9,4,0.5,7,0.5,7,3.1,3,3.9,3,0.8,5,0.9,5,3.9,5,4.8,5,3.8,4,1.5,8,1.5,1,0.6,4,2.6,3,2.3,5,21.3,2,16.5,4,0.6,5,0.5,3,0.2,6,2.6,6,12.5,6,7.5,6,17.4,5,2.0,2,1.8,4,12.2,4,26.4,3,1.8,6,2.4,4,4.3,5,0.1,6,1.6,4,-0.4,7,1.2,4,2.0,3,15.2,5,28.199999999999996,3,12.9,8,5.5,8,5.1,7,48.300000000000004,4,16.4,4
61,61,206,Joel Embiid,C,5,PHI,5,68,5,68,3,9.8,1,19.6,1,3.7,8,0.4,3,15.9,1,0.5,7,0.5,7,9.6,1,11.8,1,0.8,5,2.1,2,9.6,1,11.7,1,4.2,4,1.4,8,1.1,3,1.5,1,3.1,1,2.7,2,30.6,1,31.2,1,0.6,5,0.2,9,0.6,1,7.2,2,31.1,1,19.4,1,23.5,3,1.7,4,3.9,1,11.3,6,37.2,1,7.9,1,4.1,1,12.0,1,0.2,2,7.2,1,2.0,1,9.2,1,6.5,1,11.9,8,25.3,4,19.400000000000002,5,24.0,1,12.4,2,18.89999999999999,9,4.5,10
62,62,219,Dorian Finney-Smith,PF,5,DAL,5,80,1,80,1,4.1,8,8.7,8,5.4,4,0.4,3,3.2,9,0.6,2,0.6,2,0.7,10,1.0,10,0.7,9,1.5,3,3.2,7,4.7,5,1.9,8,1.9,6,1.1,3,0.5,4,1.0,8,2.3,5,11.0,8,12.5,8,0.6,5,0.6,2,0.1,9,5.1,3,10.7,8,7.9,6,8.2,9,1.7,4,1.3,5,9.9,7,13.8,9,3.4,3,3.2,2,6.6,3,0.1,6,0.1,6,0.7,3,0.8,5,1.9,3,17.0,3,23.3,4,9.8,9,2.5,9,1.6,9,62.8,2,22.8,2
63,63,229,Evan Fournier,SG,5,NYK,5,80,1,80,1,5.0,6,12.1,5,7.7,2,0.4,3,4.3,8,0.5,7,0.5,7,1.0,9,1.4,9,0.7,9,0.4,9,2.2,10,2.6,10,2.1,7,1.6,7,1.0,4,0.3,8,1.3,7,2.3,5,14.1,6,12.3,9,0.6,5,0.6,2,0.1,9,1.5,9,8.2,10,4.8,10,11.9,7,1.7,4,0.8,8,9.4,8,20.8,5,1.5,7,2.2,4,3.7,6,0.1,6,-0.4,7,-0.3,6,-0.7,8,0.7,7,19.6,1,8.1,10,12.2,9,7.9,6,7.7,5,64.1,2,22.1,2
64,64,230,De'Aaron Fox,PG,5,SAC,5,59,8,59,5,8.7,1,18.5,1,4.2,7,0.3,8,14.3,1,0.5,7,0.5,7,4.4,2,5.9,1,0.8,5,0.4,9,3.5,6,3.9,7,5.6,2,2.0,5,1.2,3,0.4,6,2.8,2,2.9,2,23.2,2,17.4,4,0.6,5,0.2,9,0.3,3,1.3,10,10.9,8,6.0,9,26.8,2,1.6,4,1.0,7,11.9,5,29.1,2,1.5,7,1.0,9,2.5,8,0.1,6,0.6,5,-1.2,9,-0.6,8,0.7,7,12.4,8,19.900000000000002,6,26.700000000000003,2,18.9,1,11.700000000000001,2,22.799999999999997,9,5.0,10
65,65,242,Danilo Gallinari,PF,5,ATL,5,66,6,18,10,3.9,8,9.0,8,4.5,6,0.4,3,4.6,8,0.5,7,0.5,7,2.1,5,2.4,6,0.9,2,0.5,8,4.1,5,4.7,5,1.5,9,2.5,3,0.4,10,0.2,9,0.6,10,1.4,10,11.7,7,14.3,7,0.6,5,0.5,3,0.3,3,2.3,7,17.8,3,10.1,4,8.5,9,0.8,10,0.6,9,5.4,10,18.4,7,2.8,4,0.8,9,3.6,6,0.1,6,1.0,4,-1.2,9,-0.2,7,0.8,7,18.4,2,11.899999999999999,9,8.9,10,15.1,2,14.899999999999999,1,49.2,4,14.8,6
66,66,246,Darius Garland,PG,5,CLE,5,68,5,68,3,8.0,2,17.3,2,6.7,3,0.4,3,10.6,2,0.5,7,0.5,7,3.2,3,3.5,3,0.9,2,0.6,7,2.7,9,3.3,9,8.6,1,2.4,3,1.3,2,0.1,10,3.6,1,1.7,9,21.7,2,19.0,3,0.6,5,0.4,6,0.2,6,1.8,8,8.2,10,5.1,10,39.9,1,1.8,3,0.3,10,16.2,2,27.8,2,3.8,3,2.5,3,6.3,3,0.1,6,3.4,2,-0.8,8,2.6,3,2.8,2,15.5,5,19.5,6,18.3,6,13.700000000000001,3,9.700000000000001,3,38.8,6,10.0,9
67,67,251,Paul George,PF,5,LAC,5,31,10,31,9,8.6,2,20.5,1,8.3,1,0.4,3,12.2,2,0.5,7,0.5,7,4.1,2,4.8,2,0.9,2,0.4,9,6.5,2,6.9,3,5.7,2,1.4,8,2.2,1,0.4,6,4.1,1,2.4,4,24.3,1,18.6,3,0.5,9,0.4,6,0.2,6,1.2,10,19.2,3,10.5,4,28.1,2,3.0,1,1.0,7,15.2,2,33.7,1,-0.6,10,1.9,6,1.3,10,0.1,6,1.8,3,1.9,1,3.7,2,1.6,4,16.6,3,14.6,8,12.3,9,16.0,2,16.7,1,40.400000000000006,5,10.3,8
68,68,253,Josh Giddey,SF,5,OKC,5,54,9,54,6,5.2,6,12.4,5,3.9,7,0.3,8,8.5,4,0.5,7,0.5,7,1.0,9,1.5,8,0.7,9,1.8,2,6.0,2,7.8,2,6.4,2,2.0,5,0.9,5,0.4,6,3.2,1,1.6,9,12.5,7,13.3,8,0.5,9,0.3,8,0.1,9,5.8,2,19.8,3,12.7,2,32.3,1,1.5,5,1.1,6,19.5,1,22.2,5,-1.3,10,1.7,6,0.4,10,0.0,10,-1.2,9,0.3,4,-0.9,8,0.5,8,12.7,8,19.6,6,33.6,1,9.700000000000001,5,5.4,6,31.69999999999999,8,11.3,7
69,69,254,Shai Gilgeous-Alexander,PG,5,OKC,5,56,8,56,6,8.5,2,18.8,1,5.3,5,0.3,8,13.5,1,0.5,7,0.5,7,5.9,1,7.2,1,0.8,5,0.7,6,4.3,4,5.0,5,5.9,2,2.1,4,1.3,2,0.8,3,2.8,2,2.5,3,24.5,1,20.9,2,0.6,5,0.3,8,0.4,2,1.9,8,13.0,6,7.4,7,31.1,2,1.8,3,2.2,3,11.1,6,30.8,1,2.8,4,1.8,6,4.6,5,0.1,6,2.9,2,0.5,4,3.4,2,2.7,2,12.1,8,22.0,5,32.0,1,13.100000000000001,3,4.7,7,28.200000000000003,8,10.0,9
70,70,257,Rudy Gobert,C,5,UTA,5,66,6,66,4,5.5,5,7.7,9,0.1,10,0.0,10,7.6,5,0.7,1,0.7,1,4.6,1,6.7,1,0.7,9,3.7,1,11.0,1,14.7,1,1.1,10,0.6,10,0.7,8,2.1,1,1.8,5,2.7,2,15.6,5,24.7,1,0.7,1,0.0,10,0.9,1,12.9,1,36.3,1,25.0,1,5.1,10,1.0,9,5.7,1,14.5,2,16.9,8,7.3,1,4.3,1,11.7,1,0.3,1,2.9,2,1.7,1,4.6,1,3.6,1,2.7,10,73.8,1,24.4,3,0.8,10,0.2,10,0.8000000000000114,10,28.4,1
71,71,260,Aaron Gordon,PF,5,DEN,5,75,3,75,2,5.8,5,11.1,6,3.5,8,0.3,8,7.7,5,0.6,2,0.6,2,2.3,5,3.1,4,0.7,9,1.7,2,4.2,5,5.9,3,2.5,7,1.4,8,0.6,9,0.6,4,1.8,5,2.0,7,15.0,5,15.3,5,0.6,5,0.3,8,0.3,3,6.1,2,14.3,5,10.3,4,11.6,7,0.9,10,1.7,4,12.5,4,19.7,6,3.2,3,2.0,5,5.2,4,0.1,6,0.5,5,-1.1,9,-0.6,8,0.9,6,11.5,9,38.1,2,16.900000000000002,6,8.4,6,5.4,6,31.200000000000003,8,12.7,7
72,72,261,Eric Gordon,SG,5,HOU,5,57,8,46,7,4.7,7,9.9,7,5.3,5,0.4,3,4.6,8,0.6,2,0.6,2,1.8,6,2.4,6,0.8,5,0.3,10,1.7,10,2.0,10,2.7,6,1.4,8,0.5,10,0.3,8,1.9,4,1.1,10,13.4,6,12.1,9,0.6,5,0.5,3,0.2,6,1.0,10,6.5,10,3.7,10,14.1,6,0.8,10,1.0,7,14.6,2,18.6,7,1.5,7,-0.1,10,1.4,9,0.0,10,-0.1,7,-2.2,10,-2.3,10,-0.1,10,16.2,4,23.799999999999997,4,20.0,5,2.1,10,0.7000000000000001,10,53.4,3,19.1,3
73,73,262,Devonte' Graham,PG,5,NOP,5,76,2,63,5,3.9,8,10.7,6,7.4,2,0.3,8,3.3,9,0.4,10,0.5,7,1.6,7,1.8,8,0.8,5,0.5,8,1.8,10,2.3,10,4.2,4,3.0,1,0.9,5,0.2,9,1.4,6,1.3,10,11.9,7,12.1,9,0.5,9,0.7,1,0.2,6,1.9,8,7.3,10,4.5,10,21.0,4,1.6,4,0.5,10,10.7,6,19.5,6,1.6,7,1.2,8,2.8,8,0.1,6,0.2,6,-1.2,9,-1.0,8,0.5,8,21.2,1,8.200000000000001,10,7.000000000000001,10,5.5,8,10.2,3,69.1,1,24.6,2
74,74,263,Jerami Grant,PF,5,DET,5,47,9,47,7,6.3,4,14.9,3,5.4,4,0.4,3,9.5,3,0.5,7,0.5,7,4.6,1,5.5,2,0.8,5,0.6,7,3.5,6,4.1,7,2.4,7,1.3,9,0.9,5,1.0,2,1.8,5,2.3,5,19.2,3,16.1,5,0.6,5,0.4,6,0.4,2,1.9,8,12.4,6,6.9,7,12.5,7,1.4,6,2.9,2,9.5,8,25.7,3,1.2,8,1.1,8,2.3,8,0.1,6,1.4,4,-0.2,6,1.2,4,1.2,5,15.2,5,20.200000000000003,6,14.899999999999999,7,10.6,4,18.0,1,36.3,7,8.8,9
75,75,266,Draymond Green,PF,5,GSW,5,46,9,44,7,2.9,10,5.6,10,1.2,10,0.3,8,4.4,8,0.6,2,0.6,2,1.3,8,2.0,7,0.7,9,1.0,4,6.3,2,7.3,3,7.0,1,2.3,3,1.3,2,1.1,1,3.0,2,3.0,1,7.5,10,14.3,7,0.6,5,0.2,9,0.4,2,3.8,4,23.2,2,13.8,2,32.5,1,2.2,2,3.6,1,31.9,1,14.3,9,0.8,9,2.8,2,3.6,6,0.1,6,-1.4,9,4.6,1,3.2,2,1.8,4,9.8,9,31.5,2,37.7,1,5.800000000000001,7,3.9,7,21.099999999999994,9,13.5,6
76,76,267,Jalen Green,SG,5,HOU,5,67,5,67,4,6.1,4,14.2,3,6.8,3,0.3,8,7.4,5,0.5,7,0.5,7,2.8,4,3.5,3,0.8,5,0.5,8,2.9,8,3.4,8,2.6,6,1.3,9,0.7,8,0.3,8,2.0,4,1.5,9,17.3,4,12.5,8,0.6,5,0.5,3,0.2,6,1.7,9,10.0,9,5.8,9,13.1,6,1.0,9,0.8,8,11.3,6,23.7,4,0.5,9,0.2,10,0.7,10,0.0,10,-0.5,8,-2.4,10,-2.9,10,-0.5,10,15.7,5,27.1,3,12.9,8,3.1,9,8.799999999999999,4,48.1,4,16.1,5
77,77,270,Jeff Green,PF,5,DEN,5,75,3,63,5,3.7,8,7.1,9,2.2,9,0.3,8,4.8,8,0.6,2,0.6,2,2.2,5,2.6,5,0.8,5,0.5,8,2.5,9,3.1,9,1.3,9,1.4,8,0.4,10,0.4,6,0.9,9,2.0,7,10.3,8,12.5,8,0.6,5,0.3,8,0.4,2,2.6,6,11.1,8,7.0,7,7.3,9,0.7,10,1.3,5,10.3,7,16.3,8,2.7,5,1.2,8,3.9,6,0.1,6,-1.2,9,-1.3,9,-2.5,10,-0.2,10,11.3,9,34.2,2,23.3,4,7.8,6,3.0,8,31.700000000000003,8,12.5,7
78,78,276,Tyrese Haliburton,SG-PG,5,TOT,5,77,2,77,1,5.6,5,11.8,5,5.1,5,0.4,3,6.8,5,0.5,7,0.6,2,2.1,5,2.5,6,0.8,5,0.8,5,3.2,7,4.0,7,8.2,1,3.2,1,1.7,1,0.6,4,2.6,3,1.6,9,15.3,5,18.2,3,0.6,5,0.4,6,0.2,6,2.5,6,10.3,9,6.3,8,34.1,1,2.4,1,1.6,4,16.7,1,19.0,7,5.2,1,1.8,6,7.0,2,0.1,6,2.7,2,-0.1,6,2.6,3,3.1,2,16.7,3,13.0,8,18.3,6,15.8,2,10.100000000000001,3,42.8,5,11.7,7
79,79,281,Tim Hardaway Jr.,SG,5,DAL,5,42,10,20,9,5.0,6,12.6,5,7.2,2,0.3,8,5.4,7,0.5,7,0.5,7,1.9,6,2.5,6,0.8,5,0.3,10,3.4,7,3.7,8,2.2,7,2.8,2,0.9,5,0.1,10,0.8,10,1.8,8,14.2,6,12.7,8,0.5,9,0.6,2,0.2,6,1.2,10,12.8,6,7.0,7,11.4,7,1.5,5,0.4,10,5.6,10,22.0,5,0.5,9,1.5,7,2.0,9,0.1,6,-0.4,7,0.2,5,-0.2,7,0.6,8,19.6,1,9.4,10,9.2,9,9.8,5,14.2,1,57.4,2,18.8,3
80,80,282,James Harden,PG,5,TOT,5,65,7,65,4,6.3,4,15.3,3,6.9,2,0.3,8,8.4,4,0.5,7,0.5,7,7.2,1,8.2,1,0.9,2,0.8,5,6.8,2,7.7,2,10.3,1,2.3,3,1.3,2,0.6,4,4.4,1,2.4,4,22.0,2,20.9,2,0.6,5,0.4,6,0.5,1,2.6,6,19.7,3,11.3,3,40.3,1,1.7,4,1.3,5,18.8,1,27.2,2,4.9,2,2.7,3,7.6,2,0.2,2,3.7,1,0.3,4,4.0,2,3.7,1,14.6,6,23.1,4,23.200000000000003,4,6.1,7,2.4,9,45.199999999999996,4,15.2,5
81,81,290,Gary Harris,SG,5,ORL,5,61,7,30,9,3.9,8,9.1,8,5.0,5,0.4,3,4.1,9,0.5,7,0.5,7,1.4,8,1.6,8,0.9,2,0.6,7,1.4,10,2.0,10,1.8,8,1.8,6,1.0,4,0.1,10,1.0,8,1.8,8,11.1,8,10.9,10,0.6,5,0.6,2,0.2,6,2.2,7,5.3,10,3.7,10,9.5,8,1.6,4,0.5,10,9.3,8,16.4,8,1.1,8,1.0,9,2.2,8,0.1,6,-2.0,10,-0.4,7,-2.4,10,-0.2,10,17.2,3,14.499999999999998,8,15.2,7,5.1,8,10.7,3,54.5,2,17.6,4
