,level_0,index,Season,Player,Player ranked,Pos,Pos ranked,Team,Team ranked,G,G ranked,GS,GS ranked,FG,FG ranked,FGA,FGA ranked,3PA,3PA ranked,3P%,3P% ranked,2PA,2PA ranked,2P%,2P% ranked,eFG%,eFG% ranked,FT,FT ranked,FTA,FTA ranked,FT%,FT% ranked,ORB,ORB ranked,DRB,DRB ranked,TRB,TRB ranked,AST/TOV,AST/TOV ranked,AST,AST ranked,STL,STL ranked,BLK,BLK ranked,TOV,TOV ranked,PF,PF ranked,PTS,PTS ranked,PER,PER ranked,TS%,TS% ranked,3PAr,3PAr ranked,FTr,FTr ranked,ORB%,ORB% ranked,DRB%,DRB% ranked,TRB%,TRB% ranked,AST%,AST% ranked,STL%,STL% ranked,BLK%,BLK% ranked,TOV%,TOV% ranked,USG%,USG% ranked,OWS,OWS ranked,DWS,DWS ranked,WS,WS ranked,WS/48,WS/48 ranked,OBPM,OBPM ranked,DBPM,DBPM ranked,BPM,BPM ranked,VORP,VORP ranked,Average distance (ft.) of FGA,Average distance (ft.) of FGA ranked,%FGA 0-3,%FGA 0-3 ranked,%FGA 3-10,%FGA 3-10 ranked,%FGA 10-16,%FGA 10-16 ranked,%FGA 16-3P,%FGA 16-3P ranked,%FGA,%FGA ranked,%3PA,%3PA ranked,std_areas_FGA,std_areas_FGA ranked
76,76,293,2024,Scoot Henderson,5,PG,5,POR,5,60.0,8,30.0,9,4.8,7,12.6,5,4.2,7,0.312,9,8.4,4,0.421,10,0.437,10,2.7,4,3.3,4,0.821,5,0.8,6,2.3,10,3.1,9,1.6,8,5.3,2,0.8,7,0.2,9,3.4,1,3.2,1,13.7,6,9.3,10,0.488,10,0.336,7,0.26,5,3.3,6,10.3,9,6.6,9,29.1,2,1.3,7,0.6,9,19.4,1,26.4,3,-2.8,10,1.0,9,-1.9,10,-0.053,10,-3.8,10,-2.4,10,-6.1,10,-1.8,10,13.9,6,0.245,4,0.176,7,0.164,2,0.078,4,2.4,7,12.6,8,5.0,8
77,77,295,2024,Tyler Herro,5,SG,5,MIA,5,40.0,10,38.0,8,7.9,2,17.9,2,8.1,1,0.394,3,9.8,3,0.48,9,0.53,7,2.1,6,2.5,6,0.84,3,0.5,9,4.9,3,5.3,4,2.1,5,4.4,4,0.7,8,0.1,10,2.1,3,1.5,9,21.0,3,15.8,5,0.555,8,0.451,4,0.14,9,1.7,9,18.1,4,9.8,5,22.0,3,1.1,9,0.2,10,10.1,7,28.2,2,0.1,9,1.5,7,1.7,9,0.059,9,1.6,3,-0.7,7,0.9,4,1.0,6,17.1,3,0.084,10,0.196,5,0.168,2,0.101,2,0.7000000000000001,9,11.799999999999999,8,4.7,8
78,78,296,2024,Buddy Hield,5,SF-SG,5,TOT,5,82.0,1,42.0,8,4.4,8,10.1,7,6.8,2,0.384,4,3.4,9,0.543,5,0.566,4,0.6,10,0.7,10,0.875,2,0.7,7,2.5,9,3.2,9,2.3,4,2.8,6,0.8,7,0.5,6,1.2,8,2.0,7,12.0,7,13.1,8,0.578,6,0.667,1,0.067,10,3.2,6,11.4,8,7.3,8,14.4,6,1.6,4,1.6,5,10.6,6,19.2,6,1.6,6,1.6,6,3.2,7,0.071,8,0.9,4,-0.6,7,0.2,5,1.2,5,19.5,1,0.16,8,0.099,10,0.029,9,0.045,6,0.8,9,17.7,6,7.0,6
79,79,304,2024,Jrue Holiday,5,PG,5,BOS,5,68.0,6,68.0,4,4.8,7,10.0,7,4.7,6,0.431,1,5.4,7,0.525,7,0.581,3,0.9,9,1.1,10,0.833,4,1.2,4,4.2,4,5.4,4,2.7,2,4.9,3,0.9,5,0.8,3,1.8,4,1.6,9,12.5,7,14.5,6,0.598,4,0.466,4,0.106,10,4.4,5,13.8,6,9.4,5,19.6,4,1.3,7,2.0,4,14.6,2,16.4,8,3.0,3,3.1,2,6.2,3,0.133,3,1.1,4,1.1,2,2.2,3,2.4,3,15.7,4,0.163,8,0.22,5,0.098,5,0.053,5,1.0,8,26.1,4,10.4,4
80,80,309,2024,Chet Holmgren,5,C,5,OKC,5,80.0,1,80.0,1,6.1,5,11.7,5,4.3,6,0.372,5,7.4,5,0.616,1,0.594,2,2.7,4,3.4,4,0.79,6,1.6,3,6.3,2,7.9,2,1.6,8,2.5,7,0.7,8,2.3,1,1.6,5,2.4,4,16.5,5,20.2,2,0.629,2,0.369,6,0.291,4,6.7,3,24.9,2,16.2,2,11.6,7,1.1,9,7.3,1,10.8,6,21.7,5,4.1,2,4.1,1,8.2,1,0.165,2,1.7,3,1.4,2,3.2,2,3.1,2,12.9,7,0.293,3,0.209,5,0.091,5,0.038,6,15.6,2,10.8,8,4.3,8
81,81,311,2024,Al Horford,5,C,5,BOS,5,64.0,7,33.0,9,3.3,10,6.5,10,4.0,7,0.416,1,2.5,10,0.658,1,0.637,1,0.4,10,0.5,10,0.867,2,1.3,4,5.1,3,6.4,3,3.7,1,2.6,7,0.6,9,0.9,2,0.7,10,1.4,10,8.7,10,15.0,6,0.648,1,0.613,1,0.072,10,5.7,3,20.7,3,13.5,3,12.4,7,1.1,9,3.1,2,9.9,8,12.1,10,3.3,3,2.8,3,6.1,3,0.171,2,1.6,3,2.0,1,3.6,2,2.4,3,17.2,3,0.185,7,0.156,8,0.024,10,0.022,8,4.6,5,38.800000000000004,2,15.5,2
82,82,316,2024,Kevin Huerter,5,SG,5,SAC,5,64.0,7,59.0,5,3.9,8,8.8,8,5.3,4,0.361,6,3.4,9,0.571,3,0.553,5,0.6,10,0.7,10,0.766,7,0.6,8,2.9,8,3.5,8,3.2,1,2.6,7,0.7,8,0.4,7,0.8,10,2.1,6,10.2,9,12.4,8,0.564,7,0.609,2,0.084,10,2.8,7,14.8,5,8.6,6,14.4,6,1.4,6,1.3,6,8.4,9,17.4,8,1.3,7,1.5,7,2.8,7,0.087,6,-0.5,7,-0.4,6,-0.9,7,0.4,8,18.2,2,0.146,8,0.152,8,0.075,6,0.018,8,2.0,7,17.299999999999997,6,6.9,6
83,83,318,2024,De'Andre Hunter,5,SF,5,ATL,5,55.0,9,35.0,8,5.4,6,11.7,5,5.4,4,0.389,3,6.3,6,0.53,6,0.554,5,2.9,4,3.4,4,0.84,3,0.5,9,3.4,6,4.0,7,1.0,10,1.5,9,0.7,8,0.3,8,1.5,6,2.6,3,15.8,5,13.1,8,0.6,4,0.46,4,0.291,4,2.1,8,14.2,6,7.9,7,7.4,9,1.2,8,0.9,8,10.0,7,20.8,6,1.5,7,0.6,10,2.1,8,0.063,8,-0.8,8,-1.4,9,-2.2,9,-0.1,9,16.1,4,0.165,8,0.151,8,0.134,3,0.09,3,2.8000000000000003,6,32.1,3,12.8,3
84,84,322,2024,Brandon Ingram,5,SF,5,NOP,5,63.0,7,63.0,5,7.8,3,16.0,3,3.8,7,0.356,7,12.2,2,0.532,6,0.532,7,3.9,2,4.9,2,0.801,6,0.7,7,4.4,4,5.1,5,2.2,4,5.8,2,0.8,7,0.6,4,2.6,2,2.3,4,20.9,3,18.2,3,0.577,6,0.237,9,0.305,3,2.4,8,15.3,5,8.9,6,27.1,2,1.2,8,1.9,4,12.3,4,27.4,2,2.3,5,2.6,3,4.8,4,0.112,4,1.5,4,-0.2,5,1.2,4,1.7,4,14.3,6,0.148,8,0.155,8,0.281,1,0.18,1,3.5000000000000004,5,13.0,8,5.1,8
85,85,323,2024,Kyrie Irving,5,SG,5,DAL,5,58.0,8,58.0,5,9.7,1,19.5,1,7.3,2,0.411,2,12.2,2,0.548,5,0.573,4,3.3,3,3.6,4,0.905,1,0.8,6,4.2,4,5.0,5,2.9,2,5.2,3,1.3,1,0.5,6,1.8,4,1.9,7,25.6,1,21.9,1,0.608,3,0.372,6,0.186,7,2.6,7,14.3,6,8.5,6,23.6,3,1.8,3,1.2,7,8.0,10,28.4,2,4.6,2,2.0,5,6.7,2,0.157,2,4.8,1,0.1,4,4.9,1,3.6,1,15.1,5,0.144,8,0.226,4,0.171,2,0.087,3,0.6,9,16.6,6,6.6,6
86,86,326,2024,Jaden Ivey,5,SG,5,DET,5,74.0,3,58.0,5,5.4,6,12.7,5,4.8,6,0.339,8,7.9,5,0.485,9,0.494,10,3.0,4,4.0,3,0.756,8,1.2,4,2.4,9,3.5,8,1.5,8,3.8,5,0.7,8,0.6,4,2.5,2,2.7,2,15.5,5,12.6,8,0.538,10,0.377,6,0.314,3,4.7,4,9.7,10,7.2,8,20.1,4,1.2,8,1.6,5,14.6,2,25.1,3,-0.7,10,1.1,9,0.4,10,0.009,10,-1.3,9,-1.7,10,-3.0,10,-0.5,10,13.8,6,0.224,5,0.252,3,0.116,3,0.031,7,1.5,8,22.900000000000002,5,9.1,5
87,87,328,2024,GG Jackson II,5,PF,5,MEM,5,46.0,10,16.0,10,4.6,7,11.0,6,5.7,4,0.35,7,5.3,7,0.496,9,0.511,9,2.4,5,3.1,5,0.757,8,1.0,5,3.0,7,4.0,7,0.9,10,1.2,10,0.5,10,0.5,6,1.3,7,1.3,10,13.6,6,13.1,8,0.55,9,0.516,3,0.286,4,4.7,4,14.7,5,9.4,5,8.2,9,1.0,9,1.9,4,9.6,8,23.7,4,-0.1,10,1.0,9,0.9,10,0.038,10,-0.7,8,-1.8,10,-2.5,9,-0.1,9,15.9,4,0.258,4,0.155,8,0.034,9,0.038,6,7.9,3,22.7,5,9.0,5
88,88,330,2024,Jaren Jackson Jr.,5,C,5,MEM,5,66.0,7,66.0,4,7.8,3,17.6,2,5.5,4,0.32,9,12.1,2,0.501,8,0.494,10,5.1,1,6.3,1,0.808,5,1.3,4,4.2,4,5.5,4,1.0,10,2.3,7,1.2,2,1.6,1,2.4,3,3.6,1,22.5,2,17.4,4,0.552,8,0.315,8,0.359,2,4.6,4,16.3,4,10.2,4,13.2,7,1.9,2,4.7,1,10.6,6,30.7,1,-0.2,10,2.8,3,2.6,8,0.059,9,0.0,6,0.4,4,0.4,5,1.3,5,11.9,8,0.221,5,0.39,1,0.066,7,0.008,10,3.4000000000000004,6,15.0,7,5.9,7
89,89,335,2024,LeBron James,5,PF,5,LAL,5,69.0,5,69.0,3,9.6,1,17.8,2,5.1,5,0.412,2,12.7,2,0.589,2,0.597,2,4.2,2,5.6,2,0.747,8,0.8,6,6.4,2,7.2,3,2.4,3,8.2,1,1.2,2,0.5,6,3.4,1,1.1,10,25.5,1,23.4,1,0.628,2,0.288,8,0.315,3,3.0,7,20.9,3,12.4,3,37.2,1,1.6,4,1.3,6,14.3,2,29.4,2,4.9,2,2.7,3,7.6,2,0.15,2,5.5,1,0.9,3,6.4,1,5.1,1,11.7,8,0.339,2,0.221,4,0.078,6,0.073,4,6.9,3,9.9,9,3.9,9
90,90,336,2024,Jaime Jaquez Jr.,5,SF,5,MIA,5,73.0,4,20.0,10,4.5,8,9.2,8,2.7,9,0.325,9,6.5,6,0.557,4,0.537,6,1.8,7,2.2,6,0.805,6,1.1,4,2.7,9,3.8,7,1.7,7,2.5,7,1.0,4,0.2,9,1.5,6,2.2,5,11.7,8,12.5,8,0.573,7,0.29,8,0.245,5,4.9,4,12.0,8,8.4,6,13.3,7,1.8,3,0.8,8,12.8,3,18.7,7,0.9,8,2.5,3,3.4,6,0.079,7,-2.4,10,0.3,4,-2.1,9,-0.1,9,10.8,9,0.282,3,0.342,1,0.069,7,0.018,8,4.9,4,52.1,1,20.8,1
91,91,344,2024,Cameron Johnson,5,PF,5,BRK,5,58.0,8,47.0,7,4.8,7,10.7,6,6.1,3,0.391,3,4.6,8,0.519,7,0.557,5,1.5,7,1.9,8,0.789,6,0.9,5,3.4,6,4.3,6,2.4,3,2.4,7,0.8,7,0.3,8,1.0,9,1.8,8,13.4,7,14.5,6,0.582,6,0.57,2,0.176,8,3.9,5,14.9,5,9.2,5,12.9,7,1.5,5,0.8,8,7.9,10,19.8,6,1.9,6,1.4,8,3.3,7,0.098,5,0.9,4,-0.5,7,0.5,5,1.0,6,17.5,2,0.17,7,0.126,9,0.073,7,0.061,5,3.4000000000000004,6,33.1,3,13.2,3
92,92,345,2024,Jalen Johnson,5,SF,5,ATL,5,56.0,8,52.0,6,6.4,4,12.5,5,3.6,7,0.355,7,9.0,4,0.574,3,0.562,5,1.9,6,2.6,6,0.728,9,1.3,4,7.4,1,8.7,2,2.0,5,3.6,5,1.2,2,0.8,3,1.8,4,2.4,4,16.0,5,16.4,5,0.584,5,0.285,8,0.209,7,4.4,5,26.9,1,15.2,2,15.3,6,1.7,3,2.2,3,11.6,5,19.3,6,1.9,6,1.8,6,3.7,6,0.095,6,0.4,6,0.8,3,1.2,4,1.5,4,10.6,9,0.342,2,0.272,3,0.083,6,0.019,8,15.0,2,28.499999999999996,4,11.3,4
93,93,347,2024,Keldon Johnson,5,SF,5,SAS,5,69.0,5,27.0,9,5.7,5,12.5,5,5.3,4,0.346,8,7.2,5,0.533,6,0.527,7,2.5,5,3.2,4,0.792,6,1.4,3,4.1,5,5.5,4,2.0,5,2.8,6,0.7,8,0.3,8,1.4,7,2.2,5,15.7,5,14.2,7,0.565,7,0.426,5,0.256,5,5.4,3,16.5,4,10.9,4,14.2,6,1.2,8,0.8,8,9.4,8,22.2,5,1.3,7,1.4,8,2.7,8,0.064,8,-0.3,7,-1.4,9,-1.7,8,0.2,8,13.4,7,0.261,4,0.256,3,0.038,9,0.019,8,3.8,5,30.0,3,11.9,3
94,94,351,2024,Nikola Jokić,5,C,5,DEN,5,77.0,2,77.0,1,10.5,1,18.0,2,3.0,8,0.358,6,15.0,1,0.625,1,0.611,1,4.6,2,5.6,2,0.818,5,2.8,1,9.6,1,12.4,1,3.0,2,9.0,1,1.3,1,0.9,2,3.0,1,2.4,4,26.6,1,31.1,1,0.649,1,0.165,9,0.312,3,10.3,1,33.4,1,22.1,1,42.3,1,1.9,2,2.1,3,12.7,4,29.9,1,11.4,1,4.9,1,16.3,1,0.293,1,9.2,1,4.4,1,13.6,1,10.6,1,9.7,9,0.257,4,0.404,1,0.117,3,0.057,5,1.2,8,3.1,10,1.2,10
95,95,355,2024,Herbert Jones,5,SF,5,NOP,5,73.0,4,73.0,2,3.8,9,7.6,9,3.5,8,0.416,1,4.1,9,0.575,3,0.598,2,1.8,7,2.1,7,0.87,2,1.0,5,2.5,9,3.5,8,2.2,4,2.6,7,1.4,1,0.8,3,1.2,8,2.9,2,11.0,8,13.3,7,0.64,1,0.461,4,0.276,4,3.8,5,9.6,10,6.7,9,11.2,8,2.3,1,2.7,2,12.3,4,14.1,10,3.0,3,3.1,2,6.1,3,0.132,3,-0.8,8,1.6,1,0.8,5,1.6,4,13.7,6,0.315,2,0.161,7,0.023,10,0.039,6,7.199999999999999,3,53.300000000000004,1,21.3,1
96,96,357,2024,Tre Jones,5,PG,5,SAS,5,75.0,2,46.0,7,3.9,8,7.7,9,2.4,9,0.339,8,5.3,7,0.584,2,0.56,5,1.3,8,1.5,8,0.87,2,0.8,6,2.9,8,3.7,8,4.1,1,6.2,2,1.0,4,0.1,10,1.5,6,1.2,10,9.9,9,14.7,6,0.594,5,0.317,8,0.199,7,3.2,6,12.6,8,7.9,7,30.8,1,1.8,3,0.4,10,15.3,1,15.2,9,3.1,3,1.4,8,4.5,5,0.105,5,-0.4,7,0.0,5,-0.4,7,0.8,6,11.5,9,0.324,2,0.25,3,0.097,5,0.012,9,0.2,10,41.5,2,16.5,2
97,97,358,2024,Tyus Jones,5,PG,5,WAS,5,66.0,7,66.0,4,4.9,7,10.1,7,3.9,7,0.414,2,6.2,6,0.537,5,0.569,4,0.5,10,0.6,10,0.8,6,0.3,10,2.4,9,2.7,10,7.3,1,7.3,1,1.1,3,0.3,8,1.0,9,0.7,10,12.0,7,16.5,5,0.578,6,0.384,6,0.06,10,1.2,10,9.7,10,5.4,10,34.8,1,1.8,3,0.8,8,8.8,9,16.5,8,3.7,3,0.7,10,4.4,5,0.108,5,1.5,4,-0.9,8,0.6,5,1.3,5,14.8,5,0.111,10,0.297,2,0.174,2,0.033,7,0.0,10,24.6,5,9.8,5
98,98,363,2024,Luke Kennard,5,SG,5,MEM,5,39.0,10,22.0,9,3.6,9,8.1,9,6.1,3,0.45,1,2.0,10,0.442,10,0.617,1,1.0,9,1.2,9,0.889,1,0.3,10,2.6,9,2.9,9,2.5,3,3.5,5,0.5,10,0.1,10,1.4,7,1.0,10,11.0,8,13.1,8,0.641,1,0.756,1,0.143,9,1.3,10,12.7,7,6.7,9,20.9,4,1.0,9,0.2,10,13.9,2,16.9,8,1.3,7,0.7,10,2.0,9,0.094,6,0.5,5,-0.9,8,-0.4,7,0.4,8,21.8,1,0.06,10,0.054,10,0.079,6,0.051,5,0.0,10,11.799999999999999,8,4.7,8
99,99,366,2024,Corey Kispert,5,SF,5,WAS,5,78.0,1,20.0,10,4.8,7,9.9,7,5.9,3,0.384,4,3.9,9,0.644,1,0.603,1,1.4,8,2.0,7,0.725,9,0.4,9,2.4,9,2.8,10,1.5,8,1.8,8,0.5,10,0.2,9,1.2,8,1.8,8,13.3,7,12.7,8,0.62,2,0.603,2,0.199,7,1.6,9,11.1,9,6.3,9,10.1,8,1.0,9,0.6,9,10.2,7,19.9,6,1.3,7,0.4,10,1.8,9,0.042,9,-0.3,7,-1.9,10,-2.2,9,-0.1,9,17.6,2,0.204,6,0.147,9,0.038,9,0.009,10,3.1,6,21.6,5,8.6,5
100,100,374,2024,Jonathan Kuminga,5,PF,5,GSW,5,72.0,4,44.0,7,6.2,4,11.8,5,2.3,9,0.319,9,9.5,3,0.58,2,0.561,5,3.0,4,4.1,3,0.742,8,1.3,4,3.6,6,4.8,5,1.4,9,2.2,8,0.7,8,0.5,6,1.6,5,2.3,4,16.2,5,17.2,4,0.598,4,0.192,9,0.348,2,5.7,3,16.2,4,11.0,4,12.3,7,1.4,6,1.7,5,10.8,6,24.7,4,2.5,4,1.7,6,4.2,5,0.106,5,0.1,6,-0.4,6,-0.3,6,0.8,6,9.4,9,0.295,3,0.365,1,0.11,4,0.038,6,18.3,1,27.0,4,10.7,4
101,101,375,2024,Kyle Kuzma,5,PF,5,WAS,5,70.0,5,70.0,3,8.7,2,18.8,1,6.4,3,0.336,8,12.3,2,0.53,6,0.521,8,2.7,4,3.4,4,0.775,7,0.9,5,5.7,2,6.6,3,1.6,8,4.2,4,0.5,10,0.7,3,2.7,2,2.2,5,22.2,2,15.8,5,0.547,9,0.343,7,0.183,8,3.1,6,20.9,3,11.8,3,20.8,4,0.8,10,1.8,4,11.9,5,30.0,1,-1.3,10,1.2,8,-0.1,10,-0.002,10,0.5,5,-1.6,10,-1.1,8,0.5,7,13.7,6,0.206,6,0.272,3,0.117,3,0.062,5,4.6,5,22.2,5,8.8,5
102,102,378,2024,Zach LaVine,5,SG,5,CHI,5,25.0,10,23.0,9,6.8,4,15.0,3,6.8,2,0.349,7,8.3,4,0.536,6,0.531,7,3.5,3,4.1,3,0.854,3,0.3,10,4.8,3,5.2,5,1.9,6,3.9,4,0.8,7,0.3,8,2.1,3,2.3,4,19.5,3,15.2,6,0.578,6,0.449,5,0.274,4,1.1,10,16.9,4,8.8,6,17.0,5,1.2,8,0.9,8,11.0,6,24.0,4,0.7,9,0.7,10,1.4,10,0.075,7,0.8,5,-0.8,8,0.1,6,0.5,7,15.7,4,0.237,5,0.136,9,0.053,8,0.125,1,4.0,5,18.3,6,7.3,6
103,103,382,2024,Kawhi Leonard,5,SF,5,LAC,5,68.0,6,68.0,4,9.0,1,17.1,2,4.9,5,0.417,1,12.1,2,0.569,3,0.585,2,3.7,2,4.2,3,0.885,1,1.2,4,4.9,3,6.1,3,2.0,5,3.6,5,1.6,1,0.9,2,1.8,4,1.4,10,23.7,2,23.2,1,0.626,2,0.289,8,0.246,5,4.7,4,17.2,4,11.2,4,16.9,5,2.4,1,2.3,3,8.5,9,26.8,3,5.8,1,2.8,3,8.6,1,0.177,1,4.9,1,0.6,3,5.5,1,4.4,1,13.9,6,0.168,8,0.2,5,0.246,1,0.097,2,7.199999999999999,3,19.3,6,7.6,6
104,104,383,2024,Caris LeVert,5,SG,5,CLE,5,67.0,6,10.0,10,5.1,6,12.1,5,4.9,5,0.324,9,7.1,6,0.485,9,0.486,10,2.3,5,2.9,5,0.766,7,0.6,8,3.5,6,4.1,7,3.0,2,5.1,3,1.1,3,0.5,6,1.7,5,1.8,8,14.0,6,14.6,6,0.523,10,0.408,5,0.244,5,2.4,8,14.7,5,8.7,6,25.7,3,2.0,2,1.6,5,11.5,5,23.3,5,0.7,9,2.5,3,3.2,7,0.081,7,-0.6,7,0.8,3,0.1,6,1.0,6,13.7,6,0.259,4,0.21,5,0.11,4,0.012,9,4.3,5,17.599999999999998,6,7.0,6
105,105,390,2024,Damian Lillard,5,PG,5,MIL,5,72.0,4,72.0,3,7.5,3,17.5,2,8.6,1,0.356,7,9.0,4,0.495,9,0.514,9,6.4,1,7.0,1,0.92,1,0.5,9,3.9,5,4.4,6,2.6,3,7.0,1,1.0,4,0.3,8,2.7,2,1.9,7,24.4,1,19.7,2,0.593,5,0.489,3,0.397,1,1.7,9,13.0,7,7.5,8,29.0,2,1.4,6,0.6,9,11.4,5,28.6,2,5.5,1,1.9,5,7.4,2,0.14,3,3.5,2,-1.3,9,2.2,3,2.7,2,17.2,3,0.196,6,0.145,9,0.078,6,0.092,2,1.0,8,5.800000000000001,9,2.3,9
106,106,401,2024,Brook Lopez,5,C,5,MIL,5,77.0,2,77.0,1,4.6,7,9.5,7,5.1,5,0.368,5,4.4,8,0.621,1,0.584,2,1.4,8,1.7,8,0.815,5,1.5,3,3.8,5,5.2,5,1.6,8,1.6,9,0.6,9,2.4,1,1.0,9,2.4,4,12.5,7,14.8,6,0.609,3,0.538,2,0.178,8,5.9,3,14.5,5,10.3,4,7.2,9,0.9,10,6.7,1,9.0,9,16.0,9,2.8,4,2.7,3,5.5,3,0.112,4,0.3,6,0.9,3,1.1,4,1.9,3,16.6,3,0.243,4,0.123,9,0.077,6,0.019,8,5.5,4,14.499999999999998,7,5.8,7
107,107,404,2024,Kyle Lowry,5,PG,5,TOT,5,58.0,8,53.0,6,2.8,10,6.4,10,4.3,6,0.393,3,2.2,10,0.512,7,0.563,5,1.1,9,1.3,9,0.836,3,0.6,8,2.7,9,3.2,9,3.0,2,4.2,4,1.0,4,0.4,7,1.4,7,2.4,4,8.3,10,11.1,9,0.594,5,0.664,1,0.196,7,2.4,8,11.6,8,7.0,8,20.0,4,1.8,3,1.2,7,16.7,1,13.2,10,1.4,7,1.8,6,3.3,7,0.096,5,-1.8,9,0.9,3,-1.0,7,0.4,8,19.7,1,0.116,9,0.11,10,0.073,7,0.038,6,0.0,10,25.1,4,10.0,4
108,108,413,2024,Terance Mann,5,SG,5,LAC,5,73.0,4,69.0,3,3.3,10,6.5,10,2.7,9,0.345,8,3.8,9,0.625,1,0.58,3,1.0,9,1.3,9,0.826,4,1.2,4,2.2,10,3.4,9,2.7,2,1.6,9,0.6,9,0.2,9,0.6,10,2.0,7,8.6,10,11.6,9,0.608,3,0.419,5,0.193,7,6.0,3,10.7,9,8.4,6,8.5,9,1.2,8,0.7,9,8.3,10,13.6,10,2.6,4,1.0,9,3.7,6,0.096,5,-1.0,8,-0.7,7,-1.7,8,0.1,8,13.2,7,0.285,3,0.197,5,0.082,6,0.017,8,9.9,2,52.0,1,20.7,1
109,109,418,2024,Lauri Markkanen,5,PF,5,UTA,5,55.0,9,55.0,6,7.8,3,16.2,3,8.0,1,0.399,3,8.2,4,0.559,4,0.578,3,4.5,2,5.0,2,0.899,1,2.2,2,5.9,2,8.2,2,1.4,9,2.0,8,0.9,5,0.5,6,1.4,7,1.8,8,23.2,2,21.5,2,0.631,2,0.493,3,0.311,3,8.0,2,20.9,3,14.5,3,9.5,8,1.3,7,1.3,6,7.1,10,25.2,3,5.0,2,1.0,9,6.0,3,0.159,2,5.1,1,-1.5,9,3.6,2,2.6,3,15.7,4,0.175,7,0.24,4,0.061,8,0.03,7,9.8,2,17.8,6,7.1,6
110,110,420,2024,Caleb Martin,5,SF,5,MIA,5,62.0,7,21.0,10,3.8,9,8.8,8,3.6,7,0.35,7,5.2,7,0.489,9,0.504,9,1.2,8,1.6,8,0.778,7,1.1,4,3.2,7,4.4,6,1.8,6,2.2,8,0.7,8,0.5,6,1.2,8,2.0,7,10.1,9,10.9,10,0.532,10,0.41,5,0.182,8,5.1,4,14.9,5,9.9,4,11.8,7,1.3,7,1.6,5,11.5,5,17.6,7,0.0,9,2.1,5,2.1,8,0.058,9,-2.2,10,0.2,4,-2.1,9,0.0,8,14.4,6,0.217,5,0.221,4,0.074,7,0.079,3,3.3000000000000003,6,36.3,2,14.5,2
111,111,421,2024,Cody Martin,5,SF,5,CHO,5,28.0,10,22.0,9,2.9,10,7.7,9,3.1,8,0.314,9,4.6,8,0.426,10,0.444,10,0.7,10,1.2,9,0.606,10,0.7,7,3.2,7,3.9,7,2.3,4,3.7,5,1.1,3,0.6,4,1.6,5,1.7,9,7.5,10,9.3,10,0.46,10,0.4,6,0.153,9,2.9,7,14.7,5,8.6,6,19.1,4,2.1,1,2.2,3,16.1,1,16.2,8,-0.8,10,0.6,10,-0.2,10,-0.014,10,-4.1,10,0.6,3,-3.5,10,-0.3,10,14.8,5,0.223,5,0.158,8,0.098,5,0.121,2,3.3000000000000003,6,36.0,2,14.3,2
112,112,427,2024,Bennedict Mathurin,5,SF,5,IND,5,59.0,8,19.0,10,5.0,6,11.2,6,3.6,7,0.374,5,7.6,5,0.481,9,0.507,9,3.1,3,3.8,3,0.821,5,1.0,5,2.9,8,4.0,7,1.2,9,2.0,8,0.6,9,0.2,9,1.6,5,2.0,7,14.5,6,13.0,8,0.562,8,0.323,7,0.338,2,4.7,4,13.7,6,9.2,5,9.9,8,1.1,9,0.7,9,11.3,6,23.5,4,0.5,9,0.8,9,1.3,10,0.041,9,-1.2,8,-2.3,10,-3.5,10,-0.6,10,12.4,8,0.275,3,0.253,3,0.089,5,0.06,5,3.0,6,10.7,8,4.2,8
113,113,429,2024,Tyrese Maxey,5,PG,5,PHI,5,68.0,6,68.0,4,9.1,1,20.3,1,8.1,1,0.37,5,12.2,2,0.5,8,0.522,8,4.7,2,5.4,2,0.87,2,0.5,9,3.2,7,3.7,8,3.7,1,6.3,1,1.0,4,0.5,6,1.7,5,2.1,6,25.9,1,19.7,2,0.571,7,0.4,6,0.268,4,1.6,9,10.3,9,5.9,10,27.0,2,1.3,7,1.1,7,6.8,10,28.2,2,5.4,1,2.0,5,7.4,2,0.139,3,4.1,1,-1.1,9,2.9,2,3.2,2,14.7,5,0.223,5,0.232,4,0.091,5,0.054,5,0.4,9,6.7,9,2.6,9
114,114,434,2024,CJ McCollum,5,PG,5,NOP,5,63.0,7,63.0,5,7.2,3,15.8,3,8.3,1,0.417,1,7.5,5,0.498,8,0.565,4,1.8,7,2.1,7,0.83,4,0.6,8,3.8,5,4.3,6,2.6,3,4.5,4,1.0,4,0.6,4,1.7,5,1.9,7,19.7,3,17.5,4,0.586,5,0.525,3,0.135,9,2.1,8,13.3,6,7.8,7,21.1,4,1.5,5,1.9,4,9.0,9,24.8,4,2.7,4,2.5,3,5.2,4,0.123,4,3.0,2,-0.2,5,2.8,3,2.5,3,17.5,2,0.107,10,0.192,6,0.118,3,0.058,5,0.5,9,12.0,8,4.8,8
