,index,Player,Pos,Team,Team ranked,GS,GS ranked,FG,FG ranked,FGA,FGA ranked,3PA,3PA ranked,3P%,3P% ranked,2PA,2PA ranked,2P%,2P% ranked,eFG%,eFG% ranked,FT,FT ranked,FTA,FTA ranked,FT%,FT% ranked,ORB,ORB ranked,DRB,DRB ranked,TRB,TRB ranked,AST,AST ranked,STL,STL ranked,BLK,BLK ranked,AST/TOV,AST/TOV ranked,TOV,TOV ranked,PF,PF ranked,PTS,PTS ranked,PER,PER ranked,TS%,TS% ranked,3PAr,3PAr ranked,FTr,FTr ranked,ORB%,ORB% ranked,DRB%,DRB% ranked,TRB%,TRB% ranked,AST%,AST% ranked,STL%,STL% ranked,BLK%,BLK% ranked,TOV%,TOV% ranked,USG%,USG% ranked,OWS,OWS ranked,DWS,DWS ranked,WS,WS ranked,WS/48,WS/48 ranked,OBPM,OBPM ranked,DBPM,DBPM ranked,BPM,BPM ranked,VORP,VORP ranked,Average distance (ft.) of FGA,Average distance (ft.) of FGA ranked,%FGA 0-3,%FGA 0-3 ranked,%FGA 3-10,%FGA 3-10 ranked,%FGA 10-16,%FGA 10-16 ranked,%FGA 16-3P,%FGA 16-3P ranked,%FGA 3P,%FGA 3P ranked,std_areas_FGA,std_areas_FGA ranked
247,247.0,Jarred Vanderbilt,PF,UTA,5,41.0,7,3.3,9,6.0,10,1.1,9,0.33,7,4.9,7,0.61,2,0.59,2,1.3,8,2.0,7,0.66,9,2.3,2,5.5,3,7.9,2,2.7,6,1.0,4,0.3,7,2.1,5,1.3,7,2.6,3,8.3,10,16.0,5,0.61,3,0.18,9,0.33,3,10.6,1,24.5,2,17.6,2,15.3,6,2.0,2,1.0,6,16.0,2,14.1,9,2.1,5,1.6,6,3.6,6,0.14,3,0.0,6,1.5,2,1.5,4,1.1,6,7.4,9,55.00000000000001,1,20.0,5,0.7000000000000001,10,0.7000000000000001,9,23.599999999999994,9,19.9,3
248,248.0,Jarred Vanderbilt,PF,LAL,5,24.0,9,2.8,10,5.4,10,1.3,9,0.3,9,4.1,9,0.6,2,0.56,5,1.1,9,1.4,9,0.78,6,1.9,2,4.8,4,6.7,3,1.6,9,1.2,2,0.2,9,1.5,8,1.1,8,2.2,6,7.2,10,13.2,8,0.6,4,0.24,9,0.26,6,8.7,2,20.6,3,14.8,2,8.8,8,2.3,1,0.8,8,15.7,2,12.5,10,0.6,9,0.9,9,1.5,9,0.12,5,-1.7,9,1.9,1,0.2,6,0.4,8,7.7,9,47.9,1,28.199999999999996,2,3.1,9,0.8999999999999999,9,19.900000000000006,9,17.3,4
249,249.0,Jarred Vanderbilt,PF,LAL,5,24.0,9,2.8,10,5.4,10,1.3,9,0.3,9,4.1,9,0.6,2,0.56,5,1.1,9,1.4,9,0.78,6,1.9,2,4.8,4,6.7,3,1.6,9,1.2,2,0.2,9,1.5,8,1.1,8,2.2,6,7.2,10,13.2,8,0.6,4,0.24,9,0.26,6,8.7,2,20.6,3,14.8,2,8.8,8,2.3,1,0.8,8,15.7,2,12.5,10,0.6,9,0.9,9,1.5,9,0.12,5,-1.7,9,1.9,1,0.2,6,0.4,8,7.8,9,44.7,2,31.8,1,4.2,8,1.0,9,18.299999999999997,9,16.5,4
250,250.0,Jarred Vanderbilt,PF,LAL,5,24.0,9,2.8,10,5.4,10,1.3,9,0.3,9,4.1,9,0.6,2,0.56,5,1.1,9,1.4,9,0.78,6,1.9,2,4.8,4,6.7,3,1.6,9,1.2,2,0.2,9,1.5,8,1.1,8,2.2,6,7.2,10,13.2,8,0.6,4,0.24,9,0.26,6,8.7,2,20.6,3,14.8,2,8.8,8,2.3,1,0.8,8,15.7,2,12.5,10,0.6,9,0.9,9,1.5,9,0.12,5,-1.7,9,1.9,1,0.2,6,0.4,8,7.4,9,55.00000000000001,1,20.0,5,0.7000000000000001,10,0.7000000000000001,9,23.599999999999994,9,19.9,3
251,251.0,Fred VanVleet,PG,TOR,5,69.0,3,6.3,4,16.1,2,8.8,1,0.34,7,7.3,5,0.46,10,0.49,9,3.7,3,4.1,3,0.9,1,0.4,9,3.6,6,4.1,7,7.2,1,1.8,1,0.6,3,3.6,1,2.0,4,2.8,2,19.3,3,17.0,4,0.54,9,0.55,2,0.25,6,1.2,10,12.0,7,6.3,9,28.1,2,2.4,1,1.5,4,10.2,7,23.2,3,3.7,3,2.8,2,6.5,2,0.12,5,2.0,3,0.5,4,2.5,3,2.9,2,18.4,1,12.0,9,14.399999999999999,8,8.799999999999999,5,10.100000000000001,2,54.7,2,17.5,4
252,252.0,Devin Vassell,SG,SAS,5,32.0,8,6.9,3,15.7,3,7.0,2,0.39,3,8.7,4,0.48,9,0.52,8,2.1,6,2.6,6,0.78,6,0.2,10,3.7,5,3.9,8,3.6,5,1.1,3,0.4,6,2.4,3,1.5,6,1.5,10,18.5,3,15.5,5,0.55,8,0.45,4,0.17,8,0.7,10,13.5,5,6.9,8,17.3,5,1.7,3,1.2,6,8.2,9,24.4,3,0.7,9,0.5,10,1.2,10,0.05,9,1.3,4,-0.9,8,0.4,6,0.7,7,17.6,2,14.099999999999998,9,8.1,10,17.599999999999998,2,15.5,1,44.7,4,12.7,7
253,253.0,Gabe Vincent,PG,MIA,5,34.0,8,3.4,9,8.3,8,5.1,5,0.33,7,3.2,9,0.51,7,0.5,9,1.0,9,1.1,9,0.87,2,0.4,9,1.7,10,2.1,10,2.5,7,0.9,6,0.1,10,1.8,6,1.4,7,2.3,5,9.4,9,9.0,10,0.53,9,0.62,2,0.14,9,1.7,9,8.1,10,4.8,10,13.9,6,1.8,3,0.3,10,13.3,4,17.5,7,-0.3,10,1.7,6,1.4,9,0.04,9,-3.1,10,-0.3,6,-3.4,10,-0.6,10,18.7,1,9.3,10,13.8,8,8.799999999999999,5,6.2,4,61.9,2,21.1,2
254,254.0,Nikola Vučević,C,CHI,5,82.0,1,7.3,3,14.0,3,4.2,6,0.35,6,9.8,3,0.59,3,0.57,4,1.6,7,1.9,8,0.84,4,1.9,2,9.1,1,11.0,1,3.2,6,0.7,8,0.7,3,1.9,6,1.7,5,2.2,6,17.6,4,19.1,3,0.59,5,0.3,8,0.14,9,6.7,3,30.2,1,18.6,1,14.6,6,1.1,9,2.0,3,10.2,7,21.9,4,3.9,3,4.4,1,8.3,1,0.14,3,1.9,3,0.7,3,2.7,2,3.2,2,12.8,7,23.5,5,25.8,3,12.6,3,7.8,3,30.299999999999997,8,8.4,10
255,255.0,Franz Wagner,SF,ORL,5,80.0,1,6.8,3,14.0,3,4.5,6,0.36,5,9.5,3,0.54,5,0.54,6,3.4,3,4.0,4,0.84,4,0.9,6,3.2,7,4.1,7,3.5,5,1.0,4,0.2,9,1.7,7,2.1,3,2.3,5,18.6,3,15.9,5,0.59,5,0.32,7,0.29,5,3.0,6,11.2,8,7.1,7,17.2,5,1.4,6,0.6,9,11.7,6,23.5,3,3.1,4,2.3,3,5.4,3,0.1,6,0.4,6,-0.5,7,-0.1,7,1.3,5,12.0,8,27.0,4,31.1,2,6.3,7,3.4000000000000004,7,32.19999999999999,7,12.5,7
256,256.0,P.J. Washington,PF,CHO,5,73.0,2,5.9,4,13.4,4,5.9,3,0.35,6,7.5,5,0.52,7,0.52,8,1.7,7,2.4,7,0.73,8,1.0,5,3.9,5,4.9,5,2.4,7,0.9,6,1.1,1,1.6,7,1.5,6,2.6,3,15.7,5,12.9,8,0.54,9,0.44,4,0.18,8,3.2,6,13.0,6,8.0,6,11.0,8,1.3,7,2.9,2,9.4,8,20.6,5,0.4,9,2.2,4,2.6,7,0.05,9,-1.0,8,-0.3,6,-1.3,8,0.4,8,14.8,5,19.8,6,24.2,3,6.0,7,6.1,4,43.9,4,14.0,6
257,257.0,Russell Westbrook,PG,TOT,5,24.0,9,5.9,4,13.6,4,3.9,7,0.31,9,9.7,3,0.49,9,0.48,10,2.8,4,4.3,3,0.66,9,1.2,4,4.6,4,5.8,4,7.5,1,1.0,4,0.5,4,2.1,5,3.5,1,2.2,6,15.9,5,16.1,5,0.51,10,0.29,8,0.32,4,4.7,4,16.5,4,10.8,4,38.6,1,1.7,3,1.3,5,18.4,1,27.7,2,-0.6,10,2.6,2,1.9,9,0.04,9,0.3,6,-0.1,6,0.2,6,1.2,5,11.8,8,30.5,3,22.900000000000002,4,10.299999999999999,4,7.5,4,28.799999999999997,8,9.4,9
258,258.0,Russell Westbrook,PG,TOT,5,24.0,9,5.9,4,13.6,4,3.9,7,0.31,9,9.7,3,0.49,9,0.48,10,2.8,4,4.3,3,0.66,9,1.2,4,4.6,4,5.8,4,7.5,1,1.0,4,0.5,4,2.1,5,3.5,1,2.2,6,15.9,5,16.1,5,0.51,10,0.29,8,0.32,4,4.7,4,16.5,4,10.8,4,38.6,1,1.7,3,1.3,5,18.4,1,27.7,2,-0.6,10,2.6,2,1.9,9,0.04,9,0.3,6,-0.1,6,0.2,6,1.2,5,11.7,8,31.0,3,23.0,3,9.6,5,7.1,4,29.299999999999997,8,9.9,9
259,259.0,Russell Westbrook,PG,LAL,5,3.0,10,5.8,4,14.0,3,4.1,7,0.3,9,9.9,3,0.47,10,0.46,10,3.0,4,4.6,3,0.66,9,1.1,5,5.0,4,6.2,4,7.5,1,1.0,4,0.4,6,2.1,5,3.5,1,2.3,5,15.9,5,15.3,6,0.5,10,0.29,8,0.33,3,4.4,4,18.2,3,11.5,3,38.5,1,1.7,3,1.3,5,18.1,1,28.8,2,-1.2,10,1.9,5,0.7,10,0.02,10,-0.2,7,0.1,5,-0.1,7,0.7,7,11.8,8,30.5,3,22.900000000000002,4,10.299999999999999,4,7.5,4,28.799999999999997,8,9.4,9
260,260.0,Russell Westbrook,PG,LAL,5,3.0,10,5.8,4,14.0,3,4.1,7,0.3,9,9.9,3,0.47,10,0.46,10,3.0,4,4.6,3,0.66,9,1.1,5,5.0,4,6.2,4,7.5,1,1.0,4,0.4,6,2.1,5,3.5,1,2.3,5,15.9,5,15.3,6,0.5,10,0.29,8,0.33,3,4.4,4,18.2,3,11.5,3,38.5,1,1.7,3,1.3,5,18.1,1,28.8,2,-1.2,10,1.9,5,0.7,10,0.02,10,-0.2,7,0.1,5,-0.1,7,0.7,7,11.7,8,31.0,3,23.0,3,9.6,5,7.1,4,29.299999999999997,8,9.9,9
261,261.0,Derrick White,SG,BOS,5,70.0,2,4.3,7,9.2,7,4.8,5,0.38,3,4.5,8,0.55,5,0.56,5,2.0,6,2.3,7,0.88,2,0.6,8,2.9,8,3.6,8,3.9,4,0.7,8,0.9,2,3.2,1,1.2,8,2.2,6,12.4,7,15.4,6,0.6,4,0.52,3,0.25,6,2.5,7,11.2,8,6.9,8,19.4,4,1.1,9,2.8,2,10.1,7,17.7,7,4.4,2,3.1,1,7.4,2,0.15,2,1.1,4,1.3,2,2.4,3,2.6,2,15.9,4,15.6,8,21.4,4,7.9,6,2.4,8,52.7,3,17.6,4
262,262.0,Andrew Wiggins,SF,GSW,5,37.0,8,6.8,3,14.3,3,6.1,3,0.4,2,8.2,4,0.53,6,0.56,5,1.2,8,1.9,8,0.61,10,1.6,3,3.4,6,5.0,5,2.3,7,1.2,2,0.8,2,1.8,6,1.3,7,2.9,2,17.1,4,14.7,7,0.56,8,0.42,5,0.14,9,5.7,4,11.3,8,8.6,6,10.5,8,1.8,3,2.1,2,7.9,9,21.5,5,1.0,8,1.3,7,2.3,8,0.09,7,-0.1,7,-0.4,7,-0.5,7,0.5,7,15.4,4,15.7,8,24.4,3,7.000000000000001,7,10.4,2,42.50000000000001,5,12.7,7
263,263.0,Grant Williams,PF,BOS,5,23.0,9,2.7,10,6.0,10,3.7,7,0.4,2,2.3,10,0.55,5,0.57,4,1.2,8,1.5,9,0.77,7,1.1,5,3.5,6,4.6,6,1.7,8,0.5,10,0.4,6,1.7,7,1.0,9,2.4,5,8.1,10,10.3,9,0.6,4,0.61,2,0.26,6,4.7,4,14.5,5,9.7,5,8.4,9,1.0,9,1.3,5,13.4,4,13.1,9,1.9,6,2.6,2,4.4,5,0.1,6,-1.8,9,0.7,3,-1.1,8,0.5,7,17.2,3,13.700000000000001,9,19.7,6,4.6,8,0.6,9,61.4,2,21.8,2
264,264.0,Jalen Williams,SG,OKC,5,62.0,4,5.5,5,10.6,6,2.7,8,0.36,5,7.9,4,0.58,3,0.57,4,2.1,6,2.5,6,0.81,5,1.1,5,3.4,6,4.5,6,3.3,5,1.4,1,0.5,4,2.1,5,1.6,6,2.5,4,14.1,6,15.6,5,0.6,4,0.26,8,0.24,7,3.9,5,12.2,7,7.9,6,15.4,5,2.1,2,1.4,5,12.3,5,18.4,6,3.0,4,2.6,2,5.6,3,0.12,5,-0.4,7,0.7,3,0.3,6,1.3,5,10.4,9,37.7,2,24.6,3,7.3,6,4.7,6,25.69999999999999,8,12.3,7
265,265.0,Patrick Williams,PF,CHI,5,65.0,4,3.8,8,8.3,8,3.4,7,0.42,1,4.9,7,0.5,8,0.55,6,1.1,9,1.3,9,0.86,3,1.0,5,3.0,8,4.0,8,1.2,10,0.9,6,0.9,2,1.0,10,1.2,8,1.8,9,10.2,8,11.2,9,0.58,6,0.41,5,0.16,9,3.9,5,12.0,7,8.0,6,5.8,10,1.5,5,2.9,2,12.3,5,15.7,8,0.5,9,3.0,2,3.5,6,0.07,8,-1.7,9,0.4,5,-1.3,8,0.4,8,14.6,6,25.8,4,11.200000000000001,9,12.0,3,10.0,2,41.0,5,12.0,8
266,266.0,Zion Williamson,PF,NOP,5,29.0,9,9.8,1,16.2,2,0.7,10,0.37,4,15.5,1,0.62,2,0.62,2,6.1,1,8.6,1,0.71,9,2.0,2,5.0,4,7.0,3,4.6,3,1.1,3,0.6,3,1.4,9,3.4,1,2.2,6,26.0,1,25.2,1,0.65,1,0.04,10,0.53,1,6.9,2,17.0,4,12.0,3,24.4,3,1.6,4,1.6,4,14.6,3,30.4,1,2.3,5,1.2,8,3.6,6,0.18,2,4.8,1,1.0,2,5.8,1,1.9,3,4.1,10,61.8,1,30.7,2,2.6,9,0.8999999999999999,9,4.0,10,23.6,2
267,267.0,Justise Winslow,PF,POR,5,11.0,10,2.8,10,6.8,9,1.6,9,0.31,9,5.3,7,0.44,10,0.44,10,0.7,10,1.0,10,0.71,9,1.7,3,3.3,7,5.0,5,3.4,5,1.0,4,0.4,6,2.3,4,1.5,6,3.1,1,6.8,10,9.3,10,0.47,10,0.23,9,0.14,9,7.2,2,14.3,5,10.7,4,17.2,5,1.9,2,1.3,5,17.0,1,14.2,9,-0.1,10,0.5,10,0.4,10,0.02,10,-3.4,10,0.6,4,-2.8,10,-0.2,10,9.8,9,34.8,2,28.799999999999997,2,10.6,4,3.0,7,22.80000000000001,9,11.7,8
268,268.0,Christian Wood,C,DAL,5,17.0,10,5.9,4,11.5,5,4.2,6,0.38,3,7.3,5,0.59,3,0.58,3,3.2,3,4.2,3,0.77,7,1.3,4,6.0,2,7.3,3,1.8,8,0.4,10,1.1,1,1.0,10,1.8,4,2.5,4,16.6,4,20.6,2,0.62,3,0.36,6,0.36,2,5.8,3,27.4,1,16.4,2,11.7,7,0.9,10,3.7,1,11.9,5,26.4,3,2.7,4,2.1,4,4.8,4,0.13,4,1.9,3,-0.3,6,1.7,4,1.6,4,12.8,7,30.4,3,20.8,5,6.2,7,6.2,4,36.39999999999999,6,12.3,7
269,269.0,Delon Wright,PG,WAS,5,14.0,10,2.8,10,5.8,10,2.4,8,0.34,7,3.4,9,0.56,4,0.55,6,1.0,9,1.2,9,0.87,2,1.2,4,2.4,9,3.6,8,3.9,4,1.8,1,0.3,7,4.3,1,0.9,10,1.2,10,7.4,10,16.3,4,0.58,6,0.41,5,0.21,8,5.5,4,10.7,8,8.2,6,20.9,4,3.7,1,1.2,6,12.2,5,12.9,10,2.1,5,1.6,6,3.7,6,0.15,2,0.4,6,3.1,1,3.4,2,1.7,4,14.4,6,19.6,6,29.9,2,6.2,7,3.4000000000000004,7,40.9,5,14.1,6
270,270.0,Trae Young,PG,ATL,5,73.0,2,8.2,2,19.0,1,6.3,3,0.34,7,12.7,1,0.48,9,0.48,10,7.8,1,8.8,1,0.89,2,0.8,7,2.2,10,3.0,9,10.2,1,1.1,3,0.1,10,2.5,3,4.1,1,1.4,10,26.2,1,22.0,2,0.57,7,0.33,7,0.46,1,2.4,7,7.0,10,4.7,10,42.5,1,1.5,5,0.3,10,15.2,2,32.6,1,5.3,1,1.4,7,6.7,2,0.13,4,5.3,1,-2.0,10,3.3,2,3.4,1,14.9,5,15.5,8,24.3,3,14.7,2,11.4,2,34.099999999999994,7,8.2,10
271,271.0,Ivica Zubac,C,LAC,5,76.0,1,4.3,7,6.8,9,0.0,10,0.0,10,6.7,6,0.64,1,0.63,1,2.2,6,3.1,5,0.7,9,3.1,1,6.8,1,9.9,1,1.0,10,0.4,10,1.3,1,0.7,10,1.5,6,2.9,2,10.8,8,16.7,4,0.66,1,0.0,10,0.46,1,12.3,1,26.5,1,19.5,1,5.1,10,0.7,10,4.0,1,15.9,2,14.8,8,3.8,3,2.9,2,6.7,2,0.15,2,-1.1,8,0.2,5,-0.9,8,0.6,7,3.3,10,59.3,1,37.7,1,2.1,10,0.4,10,0.5,10,24.3,1
Average,135.5,,,,5,50.5,6,5.6,5,11.7,5,4.5,6,0.3,9,7.3,5,0.5,8,0.6,2,2.6,5,3.3,4,0.8,6,1.2,4,4.2,4,5.4,4,3.6,5,0.9,6,0.5,4,2.0,5,1.8,4,2.3,5,15.5,5,16.0,5,0.6,4,0.4,6,0.3,4,4.7,4,15.3,4,10.0,4,17.4,4,1.5,5,1.6,4,12.1,5,20.7,5,2.4,5,1.8,5,4.2,5,0.1,6,0.8,5,0.1,5,0.8,5,1.3,5,,10,,10,,10,,10,,10,,10,,10
