Rk,Player,Pos,Age,Tm,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,,OWS,DWS,WS,WS/48,,OBPM,DBPM,BPM,VORP,Player-additional
448,Ish Smith,PG,35,CHO,43,741,6.7,.435,.051,.025,1.6,10.5,5.8,25.8,1.1,0.5,22.7,12.1,,-0.6,0.1,-0.5,-0.032,,-5.7,-1.4,-7.1,-1.0,smithis01
449,Jabari Smith Jr.,PF,20,HOU,45,1408,13.6,.582,.420,.206,6.6,22.0,14.3,6.4,1.0,2.1,9.5,17.3,,1.2,2.1,3.3,.113,,-0.9,0.3,-0.6,0.5,smithja05
450,Jalen Smith,C,23,IND,38,689,20.9,.727,.360,.253,10.1,25.2,17.6,7.6,0.7,2.9,9.9,18.8,,2.1,0.5,2.6,.179,,3.4,-0.7,2.8,0.8,smithja04
451,Nick Smith Jr.,SG,19,CHO,35,548,8.6,.538,.507,.024,3.1,7.6,5.2,11.1,0.6,1.2,12.2,18.9,,-0.2,0.0,-0.3,-0.024,,-2.5,-2.8,-5.3,-0.5,smithni01
452,Terquavion Smith,PG,21,PHI,8,49,24.8,.607,.733,.100,0.0,4.5,2.3,33.3,5.9,0.0,8.7,29.8,,0.1,0.1,0.2,.205,,8.2,2.7,11.0,0.2,smithte01
453,Jeremy Sochan,PF,20,SAS,52,1532,11.1,.518,.283,.194,6.6,15.9,11.2,17.3,1.1,1.3,15.2,18.5,,-0.3,0.9,0.6,.019,,-2.7,-1.1,-3.8,-0.7,sochaje01
454,Jaden Springer,SG,21,PHI,32,377,10.5,.481,.314,.288,7.3,9.7,8.5,12.3,3.2,2.6,16.4,18.0,,-0.3,0.5,0.3,.036,,-4.5,1.0,-3.4,-0.1,sprinja01
455,Lamar Stevens,PF,26,BOS,19,122,14.3,.532,.178,.244,10.9,15.7,13.4,9.1,2.4,3.6,15.3,20.7,,0.0,0.2,0.2,.092,,-3.1,0.9,-2.2,0.0,stevela01
456,Isaiah Stewart,PF,22,DET,35,1070,11.0,.579,.434,.235,6.5,18.8,12.5,7.7,0.6,2.1,13.9,15.3,,0.5,0.4,0.9,.041,,-1.9,-1.0,-2.8,-0.2,stewais01
457,Julian Strawther,SF,21,DEN,33,458,9.3,.500,.622,.124,1.0,10.8,6.0,10.4,1.7,1.1,7.1,20.0,,-0.1,0.5,0.3,.036,,-3.9,-1.0,-5.0,-0.3,strawju01
458,Max Strus,SF,27,CLE,50,1621,10.9,.536,.662,.117,2.9,14.0,8.6,15.0,1.4,1.3,11.6,17.3,,0.5,2.4,3.0,.088,,-1.6,1.0,-0.6,0.6,strusma01
459,Jalen Suggs,SG,22,ORL,48,1285,12.5,.573,.534,.204,3.0,11.3,7.1,13.3,2.6,2.1,14.8,20.1,,0.1,2.0,2.1,.079,,-1.7,1.4,-0.4,0.5,suggsja01
460,Cole Swider,SF,24,MIA,9,44,10.4,.548,.714,.000,2.5,2.6,2.6,11.0,1.1,2.2,12.5,24.1,,0.0,0.0,0.0,-0.011,,0.2,-1.7,-1.5,0.0,swideco01
461,Jae'Sean Tate,SF,28,HOU,47,839,9.4,.549,.369,.156,5.9,14.3,10.1,8.2,1.8,1.0,9.5,10.8,,0.6,1.2,1.8,.101,,-3.6,1.6,-2.0,0.0,tateja01
462,Jayson Tatum,PF,25,BOS,48,1716,21.6,.601,.435,.353,2.8,21.2,12.4,19.9,1.4,1.3,10.4,30.0,,3.5,2.8,6.3,.176,,4.0,0.8,4.8,2.9,tatumja01
463,Terry Taylor,PF,24,CHI,18,131,9.9,.563,.250,.036,11.7,11.4,11.5,6.2,1.5,1.6,19.8,11.9,,0.0,0.1,0.2,.060,,-3.9,0.0,-3.8,-0.1,taylote01
464,Garrett Temple,SG,37,TOR,15,66,9.5,.486,.429,.286,8.2,10.2,9.2,11.9,2.2,0.0,14.5,18.0,,0.0,0.0,0.0,.015,,-3.9,-1.5,-5.4,-0.1,templga01
465,Dalen Terry,SG,21,CHI,32,311,8.0,.483,.567,.328,3.5,15.5,9.4,15.8,1.4,2.6,18.1,13.2,,-0.1,0.3,0.2,.036,,-4.7,1.1,-3.6,-0.1,terryda01
466,Daniel Theis,C,31,TOT,39,666,14.4,.599,.206,.228,10.3,14.0,12.2,8.0,1.3,4.6,11.1,15.3,,1.0,0.8,1.8,.131,,-1.7,0.5,-1.2,0.1,theisda01
466,Daniel Theis,C,31,IND,1,8,-6.8,.250,.250,.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.8,,0.0,0.0,0.0,-0.263,,-13.3,-7.4,-20.6,0.0,theisda01
466,Daniel Theis,C,31,LAC,38,658,14.6,.606,.205,.232,10.4,14.1,12.3,8.1,1.3,4.6,11.3,15.2,,1.0,0.8,1.9,.136,,-1.5,0.6,-0.9,0.2,theisda01
467,Cam Thomas,SG,22,BRK,42,1241,15.3,.546,.312,.280,1.2,9.7,5.3,14.2,1.1,0.9,8.4,30.8,,0.3,0.7,1.0,.038,,-0.3,-2.0,-2.3,-0.1,thomaca02
468,Amen Thompson,SF,21,HOU,31,536,15.7,.542,.215,.384,8.3,21.6,14.9,19.1,2.9,2.4,16.6,19.3,,0.2,1.1,1.2,.112,,-1.7,2.7,1.0,0.4,thompam01
469,Ausar Thompson,SF,21,DET,51,1212,12.9,.518,.217,.255,10.0,21.3,15.5,10.6,1.9,3.3,14.1,16.6,,0.1,1.1,1.2,.047,,-2.9,0.4,-2.6,-0.2,thompau01
470,Klay Thompson,SF,33,GSW,46,1416,12.4,.559,.603,.137,1.9,10.3,6.1,10.8,0.9,1.6,9.3,23.1,,0.7,0.9,1.6,.053,,0.2,-1.6,-1.4,0.2,thompkl01
471,Tristan Thompson,PF,32,CLE,36,446,14.3,.600,.011,.447,15.0,19.6,17.3,12.0,0.9,2.2,17.0,13.1,,0.6,0.7,1.3,.144,,-1.8,1.0,-0.9,0.1,thomptr01
472,JT Thor,PF,21,CHO,41,556,7.2,.445,.435,.094,7.3,14.4,10.6,4.0,0.7,2.8,7.1,12.1,,-0.2,0.1,-0.1,-0.007,,-4.3,-1.7,-6.0,-0.6,thorjt01
473,Matisse Thybulle,SF,26,POR,49,1137,10.2,.554,.779,.077,1.9,7.8,4.7,7.6,3.4,3.1,9.7,10.1,,0.4,1.3,1.7,.073,,-2.8,3.1,0.3,0.7,thybuma01
474,Xavier Tillman Sr.,C,25,MEM,34,700,11.7,.440,.249,.202,8.5,16.5,12.3,12.0,2.9,4.6,11.1,16.0,,-0.6,1.2,0.7,.045,,-3.9,2.2,-1.6,0.1,tillmxa01
475,Jacob Toppin,SF,23,NYK,4,15,12.2,.500,.500,.000,7.4,7.3,7.4,16.6,0.0,6.2,0.0,5.7,,0.0,0.0,0.0,.139,,0.3,0.5,0.7,0.0,toppija01
476,Obi Toppin,PF,25,IND,53,1200,15.2,.665,.418,.180,5.4,14.4,9.9,9.1,1.0,1.7,9.5,16.3,,2.3,0.5,2.8,.112,,1.1,-0.9,0.1,0.7,toppiob01
477,Juan Toscano-Anderson,SF,30,SAC,11,53,2.5,.292,.333,.000,8.3,21.8,14.9,8.9,0.9,1.7,14.3,11.2,,-0.1,0.1,0.0,-0.030,,-8.9,-0.7,-9.6,-0.1,toscaju01
478,Karl-Anthony Towns,PF,28,MIN,51,1692,19.2,.636,.333,.301,5.3,23.0,14.7,14.6,1.0,1.7,13.9,27.4,,2.4,3.1,5.6,.159,,1.9,1.0,2.9,2.1,townska01
479,Gary Trent Jr.,SG,25,TOR,46,1204,10.7,.553,.559,.090,1.1,8.3,4.6,7.6,1.7,0.4,5.9,18.7,,0.3,0.6,0.9,.034,,-1.8,-1.3,-3.1,-0.3,trentga02
480,Oscar Tshiebwe,PF,24,IND,6,34,24.8,.563,.000,.375,20.1,20.3,20.2,7.9,2.8,0.0,0.0,22.8,,0.1,0.0,0.2,.218,,5.2,-2.2,2.9,0.0,tshieos01
481,P.J. Tucker,PF,38,TOT,15,239,5.4,.492,.842,.158,7.9,12.4,10.1,3.8,1.8,1.1,16.4,4.4,,0.1,0.3,0.4,.079,,-4.3,0.9,-3.4,-0.1,tuckepj01
481,P.J. Tucker,PF,38,PHI,3,66,4.6,.600,1.000,.000,1.7,21.8,11.7,0.0,2.2,2.7,28.6,4.5,,0.0,0.1,0.1,.052,,-5.2,1.1,-4.1,0.0,tuckepj01
481,P.J. Tucker,PF,38,LAC,12,173,5.7,.457,.786,.214,10.2,8.9,9.5,5.3,1.7,0.5,11.5,4.4,,0.2,0.2,0.3,.090,,-4.0,0.9,-3.1,0.0,tuckepj01
482,Myles Turner,C,27,IND,50,1363,18.4,.614,.341,.355,6.8,22.4,14.5,6.4,0.9,5.2,9.4,23.3,,2.1,1.2,3.3,.116,,0.2,-0.5,-0.2,0.6,turnemy01
483,Hunter Tyson,PF,23,DEN,9,27,-9.0,.143,.857,.000,0.0,24.3,12.4,4.2,0.0,0.0,22.2,14.5,,-0.2,0.0,-0.1,-0.229,,-15.7,-3.0,-18.7,-0.1,tysonhu01
484,Stanley Umude,SG,24,DET,16,184,13.0,.711,.596,.462,1.8,16.9,9.2,5.9,1.0,2.2,15.0,16.9,,0.3,0.1,0.4,.100,,-0.2,-0.1,-0.3,0.1,umudest01
485,Jonas Valančiūnas,C,31,NOP,51,1318,21.0,.634,.176,.307,11.5,29.4,20.5,13.3,0.9,3.9,10.9,20.5,,3.3,2.2,5.4,.198,,1.7,0.7,2.4,1.5,valanjo01
486,Jarred Vanderbilt,PF,24,LAL,29,581,11.5,.578,.237,.316,8.1,17.8,13.2,7.9,2.9,0.8,17.7,11.7,,0.2,0.8,1.1,.088,,-3.2,1.4,-1.8,0.0,vandeja01
487,Fred VanVleet,PG,29,HOU,47,1727,16.0,.557,.570,.224,1.1,10.0,5.5,31.4,1.5,2.5,9.7,19.1,,2.9,2.2,5.1,.143,,2.4,1.0,3.4,2.3,vanvlfr01
488,Devin Vassell,SG,23,SAS,47,1490,15.9,.585,.459,.214,1.2,11.3,6.2,17.2,1.6,0.7,7.9,23.3,,1.5,0.8,2.3,.073,,1.1,-1.3,-0.1,0.7,vassede01
489,Sasha Vezenkov,PF,28,SAC,34,424,13.8,.580,.608,.082,7.8,15.3,11.4,4.5,1.7,1.5,6.3,17.5,,0.4,0.4,0.8,.094,,0.0,-1.1,-1.1,0.1,vezenal01
490,Gabe Vincent,PG,27,LAL,5,127,6.0,.411,.531,.063,1.8,2.5,2.2,14.9,2.2,0.0,5.7,11.8,,-0.1,0.1,0.0,.013,,-5.7,1.4,-4.2,-0.1,vincega01
491,Nikola Vučević,C,33,CHI,47,1606,17.3,.533,.264,.100,8.2,26.6,17.1,16.0,1.0,2.7,8.5,22.8,,1.3,2.1,3.4,.101,,0.3,-0.2,0.1,0.8,vucevni01
492,Dean Wade,PF,27,CLE,43,917,10.3,.611,.870,.099,4.1,17.7,11.0,4.9,1.9,1.6,8.7,10.4,,0.8,1.6,2.4,.128,,-1.7,2.2,0.5,0.6,wadede01
493,Franz Wagner,SF,22,ORL,44,1455,18.0,.573,.308,.268,3.9,16.2,9.9,20.2,1.6,1.0,9.9,26.3,,1.9,2.0,3.9,.127,,1.5,0.3,1.8,1.4,wagnefr01
494,Moritz Wagner,C,26,ORL,50,938,19.4,.657,.213,.383,9.3,18.7,13.9,11.0,1.3,1.6,12.1,22.3,,2.1,1.3,3.4,.174,,1.1,0.3,1.4,0.8,wagnemo01
495,Ish Wainright,SF,29,POR,7,46,10.1,.530,.889,.111,0.0,23.5,11.1,0.0,2.1,2.0,5.0,18.4,,0.0,0.1,0.0,.049,,-1.4,0.6,-0.8,0.0,wainris01
496,Jabari Walker,SF,21,POR,47,1037,13.4,.558,.312,.364,9.5,24.6,16.6,5.7,1.4,1.7,11.2,16.5,,0.8,1.1,1.8,.085,,-2.5,-0.7,-3.2,-0.3,walkeja01
497,Jarace Walker,PF,20,IND,17,173,13.0,.536,.485,.106,5.3,14.0,9.6,14.2,2.4,2.7,12.6,19.0,,0.0,0.1,0.2,.054,,-0.6,0.1,-0.5,0.1,walkeja02
498,Lonnie Walker IV,SG,25,BRK,31,583,16.8,.612,.545,.150,1.4,10.9,6.0,13.2,1.8,1.5,9.8,24.7,,0.6,0.5,1.1,.088,,2.1,-0.5,1.5,0.5,walkelo01
499,Cason Wallace,SG,20,OKC,51,1069,11.4,.633,.533,.092,3.4,8.2,5.9,8.3,1.6,1.9,8.1,12.0,,1.4,1.2,2.6,.116,,-1.0,0.5,-0.5,0.4,wallaca01
500,Jordan Walsh,SF,19,BOS,3,15,14.1,.500,.500,.000,7.4,33.6,21.1,16.1,3.3,0.0,0.0,5.7,,0.0,0.0,0.1,.213,,-2.3,5.9,3.5,0.0,walshjo01
501,P.J. Washington,PF,25,CHO,44,1286,12.8,.545,.479,.185,4.4,16.6,10.1,11.2,1.4,2.3,10.7,20.8,,0.0,0.6,0.6,.023,,-1.7,-1.2,-3.0,-0.3,washipj01
502,TyTy Washington Jr.,PG,22,MIL,2,6,0.5,.500,.667,.000,0.0,17.8,9.2,0.0,7.9,0.0,40.0,35.4,,-0.1,0.0,0.0,-0.368,,-11.4,0.3,-11.1,0.0,washity02
503,Yuta Watanabe,SF,29,PHO,29,382,5.4,.502,.773,.155,3.5,9.7,6.8,3.3,1.2,1.6,13.4,13.6,,-0.3,0.3,0.0,.002,,-4.7,-1.4,-6.1,-0.4,watanyu01
504,Lindy Waters III,SG,26,OKC,21,153,9.9,.630,.935,.000,0.8,13.3,7.3,9.1,0.0,1.8,8.0,14.2,,0.2,0.1,0.3,.092,,-1.0,-1.3,-2.3,0.0,waterli01
505,Trendon Watford,PF,23,BRK,36,426,16.9,.599,.204,.217,7.6,17.8,12.5,18.8,1.7,1.9,13.1,19.8,,0.7,0.4,1.1,.124,,-0.3,1.0,0.7,0.3,watfotr01
506,Peyton Watson,SF,21,DEN,50,912,12.7,.567,.379,.246,3.9,13.5,8.8,7.4,1.5,4.1,8.8,16.2,,0.6,1.2,1.8,.096,,-1.8,0.6,-1.2,0.2,watsope01
507,Victor Wembanyama,C,20,SAS,46,1307,21.5,.558,.304,.295,8.2,30.6,19.2,18.1,1.9,9.3,15.9,31.9,,-1.0,2.4,1.4,.052,,0.7,2.1,2.7,1.6,wembavi01
508,Blake Wesley,SG,20,SAS,31,379,11.0,.531,.219,.313,2.2,8.1,5.1,28.8,2.0,0.9,15.5,14.3,,0.2,0.2,0.5,.059,,-4.0,-0.1,-4.1,-0.2,weslebl01
509,Russell Westbrook,PG,35,LAC,50,1140,16.9,.525,.238,.236,7.7,19.3,13.7,29.3,2.4,1.7,16.7,24.7,,0.4,1.7,2.1,.089,,0.4,1.1,1.4,1.0,westbru01
510,Coby White,PG,23,CHI,52,1878,15.3,.594,.478,.219,1.6,13.3,7.3,21.8,0.9,0.7,12.0,22.6,,2.4,1.4,3.8,.097,,1.2,-1.0,0.2,1.0,whiteco01
511,Derrick White,SG,29,BOS,47,1509,16.9,.611,.573,.209,2.4,10.4,6.6,20.5,1.5,3.3,11.0,19.4,,3.0,2.2,5.2,.166,,2.2,1.5,3.8,2.2,whitede01
512,Cam Whitmore,SF,19,HOU,27,458,18.1,.584,.463,.236,4.5,18.9,11.7,4.3,1.9,1.2,6.5,27.2,,0.3,0.7,1.0,.108,,1.5,-0.4,1.1,0.4,whitmca01
513,Aaron Wiggins,SG,25,OKC,48,678,15.3,.694,.367,.171,5.9,12.6,9.4,9.1,1.6,0.7,10.8,15.4,,1.4,0.8,2.2,.154,,0.8,-0.2,0.6,0.4,wiggiaa01
514,Andrew Wiggins,SF,28,GSW,44,1186,11.0,.522,.294,.245,6.6,10.8,8.7,8.4,0.8,1.8,9.7,20.4,,0.2,0.8,1.0,.040,,-2.4,-1.6,-4.0,-0.6,wiggian01
515,Lindell Wigginton,PG,25,MIL,3,8,5.5,.510,.400,.400,0.0,0.0,0.0,0.0,0.0,0.0,14.5,36.5,,0.0,0.0,0.0,-0.159,,-14.7,-9.2,-23.9,0.0,wiggili01
516,Brandon Williams,PG,24,DAL,9,48,16.5,.525,.333,.611,4.5,7.0,5.7,28.9,1.0,1.8,8.1,22.1,,0.1,0.0,0.1,.102,,1.9,-1.5,0.4,0.0,willibr03
517,Grant Williams,PF,25,DAL,47,1242,8.2,.560,.662,.174,4.0,11.0,7.5,8.3,0.9,1.9,13.4,13.6,,0.3,0.8,1.1,.042,,-2.6,-0.7,-3.4,-0.4,willigr01
518,Jalen Williams,PF,22,OKC,45,1440,18.1,.624,.238,.241,2.0,11.7,7.1,20.3,1.6,1.4,10.3,22.9,,2.8,1.7,4.5,.150,,1.6,0.2,1.8,1.4,willija06
519,Jaylin Williams,C,21,OKC,43,527,11.7,.522,.634,.134,5.4,23.3,14.8,13.2,1.6,2.8,10.7,13.9,,0.3,0.9,1.2,.113,,-1.5,1.8,0.3,0.3,willija07
520,Jeenathan Williams,SG,24,HOU,7,55,12.2,.496,.130,.217,9.9,2.0,5.9,8.1,1.8,0.0,3.8,20.4,,0.0,0.1,0.1,.076,,-2.4,-0.8,-3.3,0.0,willije02
521,Kenrich Williams,PF,29,OKC,40,608,11.3,.557,.519,.063,6.2,14.8,10.7,10.3,2.0,0.9,9.0,12.8,,0.5,0.8,1.4,.108,,-1.3,0.6,-0.7,0.2,willike04
522,Mark Williams,C,22,CHO,19,508,22.2,.675,.000,.424,15.9,25.3,20.3,6.6,1.5,3.6,8.7,16.8,,1.6,0.4,2.0,.185,,1.4,-0.9,0.5,0.3,willima07
523,Patrick Williams,PF,22,CHI,43,1174,10.9,.553,.412,.184,4.3,11.7,7.9,7.8,1.7,2.9,12.8,16.6,,0.1,1.2,1.3,.053,,-2.4,0.0,-2.3,-0.1,willipa01
524,Robert Williams,C,26,POR,6,119,17.1,.684,.000,.346,9.9,27.3,18.0,6.3,2.9,5.3,18.9,13.2,,0.1,0.2,0.4,.143,,-2.4,2.9,0.5,0.1,williro04
525,Vince Williams Jr.,SG,23,MEM,40,1028,12.8,.603,.617,.335,5.2,19.1,11.9,13.7,1.5,2.2,14.3,14.9,,1.0,1.3,2.3,.107,,-1.6,1.0,-0.6,0.4,willivi01
526,Ziaire Williams,SF,22,MEM,44,828,9.0,.506,.506,.192,3.8,16.4,9.9,11.7,1.6,1.0,14.6,20.3,,-0.9,1.0,0.0,.001,,-4.3,-0.4,-4.7,-0.6,willizi02
527,Zion Williamson,PF,23,NOP,41,1244,22.5,.619,.018,.462,6.3,13.5,9.9,25.9,1.5,1.4,12.3,28.8,,2.8,1.4,4.2,.163,,3.4,0.3,3.7,1.8,willizi01
528,Jalen Wilson,PF,23,BRK,13,162,16.2,.605,.298,.404,10.3,10.3,10.3,11.8,1.5,0.6,6.7,15.6,,0.4,0.1,0.5,.156,,1.1,-0.7,0.4,0.1,wilsoja03
529,Dylan Windler,SF,27,TOT,6,16,27.2,.857,.857,.000,0.0,20.2,10.4,31.1,0.0,0.0,0.0,18.8,,0.1,0.0,0.1,.348,,11.0,3.3,14.2,0.1,windldy01
529,Dylan Windler,SF,27,NYK,3,7,15.3,.750,1.000,.000,0.0,15.7,7.9,19.6,0.0,0.0,0.0,12.2,,0.0,0.0,0.0,.237,,3.6,3.9,7.5,0.0,windldy01
529,Dylan Windler,SF,27,LAL,3,9,36.4,.900,.800,.000,0.0,23.7,12.3,40.1,0.0,0.0,0.0,24.0,,0.1,0.0,0.1,.435,,16.7,2.7,19.4,0.1,windldy01
530,James Wiseman,C,22,DET,32,447,15.3,.684,.017,.311,11.1,20.8,15.9,6.1,0.4,3.9,16.1,15.3,,0.7,0.3,0.9,.098,,-2.1,-1.2,-3.3,-0.2,wisemja01
531,Christian Wood,PF,28,LAL,47,836,12.1,.565,.433,.372,5.1,26.5,16.2,7.6,0.9,3.4,14.3,17.3,,-0.1,1.1,1.1,.061,,-2.9,0.0,-2.9,-0.2,woodch01
532,Delon Wright,PG,31,WAS,29,438,14.0,.500,.310,.233,2.9,10.9,6.8,22.1,3.6,1.3,7.3,13.3,,0.4,0.4,0.8,.089,,-2.1,2.2,0.2,0.2,wrighde01
533,Thaddeus Young,PF,35,TOR,23,350,16.0,.618,.069,.138,9.0,14.8,11.9,19.5,2.5,0.7,10.7,12.7,,0.7,0.3,1.1,.144,,-0.3,1.0,0.7,0.2,youngth01
534,Trae Young,PG,25,ATL,46,1684,20.7,.586,.454,.395,1.3,7.1,4.1,44.1,1.9,0.5,15.8,30.7,,3.7,0.4,4.2,.118,,5.3,-2.1,3.2,2.2,youngtr01
535,Omer Yurtseven,C,25,UTA,28,267,10.7,.507,.185,.136,14.9,28.3,21.7,6.6,0.7,3.6,21.8,17.1,,-0.2,0.3,0.1,.010,,-4.6,-0.9,-5.5,-0.2,yurtsom01
536,Cody Zeller,C,31,NOP,36,289,11.5,.468,.057,.660,14.6,21.7,18.2,14.3,1.3,1.4,16.0,12.1,,0.3,0.4,0.7,.108,,-3.2,0.4,-2.8,-0.1,zelleco01
537,Ivica Zubac,C,26,LAC,40,1069,19.4,.668,.000,.342,13.9,26.1,20.2,6.5,0.4,4.4,10.8,16.6,,2.7,1.5,4.2,.189,,0.8,-0.1,0.7,0.7,zubaciv01
